sentence,keywords,parent,level,name,title,stockName,stockCode,degrees,positions,mbas,totalCount
"本科学历,学士学位,毕业于西北工业大学,电子工程专业","[""西北工业大学""]","本科学历,学士学位,毕业于西北工业大学,电子工程专业",1,李华,副总经理,航新科技,300424,"[""本科""]",[],[],1
"1975年出生,西安电子科技大学毕业,山东大学在读EMBA","[""电子科技大学""]","1975年出生,西安电子科技大学毕业,山东大学在读EMBA",1,崔静,"董事会秘书,副总经理",鲁亿通,300423,"[""毕业""]",[],"[""MBA""]",2
古先生分别于2003年7月和2005年7月取得中国人民大学经济学学士和中国人民大学经济学硕士学位,"[""中国人民大学""]",古先生分别于2003年7月和2005年7月取得中国人民大学经济学学士和中国人民大学经济学硕士学位,1,古元峰,"联席总经理,董事会秘书",唐德影视,300426,"[""本科"",""硕士""]",[],[],2
"1980年7月毕业于北京航空航天大学,高级工程师,曾获得中国民航总局颁发的机务维修先进个人“特殊贡献奖”称号","[""北京航空航天大学""]","1980年7月毕业于北京航空航天大学,高级工程师,曾获得中国民航总局颁发的机务维修先进个人“特殊贡献奖”称号",1,卜范胜,"董事长,董事",航新科技,300424,"[""毕业""]",[],[],1
"毕业于北京航空航天大学,研究员级高级工程师","[""北京航空航天大学""]","毕业于北京航空航天大学,研究员级高级工程师",1,黄欣,董事,航新科技,300424,"[""毕业""]","[""研究员""]",[],2
"本科学历,毕业于湖南大学会计学专业","[""湖南大学""]","本科学历,毕业于湖南大学会计学专业",1,魏万云,监事,航新科技,300424,"[""本科""]",[],[],1
"本科毕业于北京航空航天大学,研究生毕业于中山大学","[""北京航空航天大学""]","本科毕业于北京航空航天大学,研究生毕业于中山大学",1,胡琨,总经理,航新科技,300424,"[""本科"",""硕士""]",[],[],2
"毕业于西安电子科技大学,经济管理学院信息管理与信息系统专业","[""电子科技大学""]","毕业于西安电子科技大学,经济管理学院信息管理与信息系统专业",1,王剑,监事会主席,航新科技,300424,"[""毕业""]",[],"[""管理学""]",2
"毕业于中国人民大学国际金融专业,获硕士学位","[""中国人民大学""]","毕业于中国人民大学国际金融专业,获硕士学位",1,马卫国,独立董事,唐德影视,300426,"[""硕士""]",[],[],1
"方福前先生,独立董事,中国国籍,无境外永久居留权,1954年11月出生,毕业于中国人民大学,博士研究生学历","[""中国人民大学""]","方福前先生,独立董事,中国国籍,无境外永久居留权,1954年11月出生,毕业于中国人民大学,博士研究生学历",1,方福前,独立董事,唐德影视,300426,"[""博士"",""硕士""]",[],[],2
"1984年12月至1991年9月任安徽大学经济系讲师、副教授,1994年7月至今任中国人民大学经济学院副教授、教授,2017年6月至今任厦门建霖健康家居股份有限公司独立董事,此外,还兼任安徽皖维高新材料股份有限公司独立董事、合肥百货大楼集团股份有限公司独立董事、浙江唐德影视股份有限公司独立董事、浙江严牌过滤技术股份有限公司独立董事","[""中国人民大学""]","1984年12月至1991年9月任安徽大学经济系讲师、副教授,1994年7月至今任中国人民大学经济学院副教授、教授,2017年6月至今任厦门建霖健康家居股份有限公司独立董事,此外,还兼任安徽皖维高新材料股份有限公司独立董事、合肥百货大楼集团股份有限公司独立董事、浙江唐德影视股份有限公司独立董事、浙江严牌过滤技术股份有限公司独立董事",1,方福前,独立董事,唐德影视,300426,[],"[""教授"",""讲师""]",[],2
"1987年9月至1991年3月,在北京航空航天大学管理学院攻读硕士研究生学位","[""北京航空航天大学""]","1987年9月至1991年3月,在北京航空航天大学管理学院攻读硕士研究生学位",1,赵强,独立董事,诚益通,300430,"[""硕士""]",[],"[""管理学""]",2
"2010年3月至2012年7月,于北京航空航天大学专业学习,获大学本科学历","[""北京航空航天大学""]","2010年3月至2012年7月,于北京航空航天大学专业学习,获大学本科学历",1,李丽,监事,暴风集团,300431,"[""本科""]",[],[],1
"牟文女士:生于1965年9月,中国国籍,无境外居留权,硕士研究生,现任四川大学商学院副教授、硕士生导师,已取得独立董事资格证书","[""四川大学""]","牟文女士:生于1965年9月,中国国籍,无境外居留权,硕士研究生,现任四川大学商学院副教授、硕士生导师,已取得独立董事资格证书",1,牟文,独立董事,富临精工,300432,"[""硕士""]","[""教授"",""导师""]",[],3
"2007年7月至2009年6月任湖南大学物理与微电子学院讲师,2009年7月至2014年6月任湖南大学物理与微电子学院副教授","[""湖南大学""]","2007年7月至2009年6月任湖南大学物理与微电子学院讲师,2009年7月至2014年6月任湖南大学物理与微电子学院副教授",1,陈立宝,独立董事,富临精工,300432,[],"[""教授"",""讲师""]",[],2
"傅江先生:生于1964年3月,中国国籍,无境外居留权,法学硕士学位,律师,历任四川省经济律师事务所、四川东方大地律师事务所执业律师,现为四川大学法学院教师,四川川达律师事务所执业律师、高级合伙人,成都高新区人民检察院专家咨询委员会委员,已取得独立董事资格证书","[""四川大学""]","傅江先生:生于1964年3月,中国国籍,无境外居留权,法学硕士学位,律师,历任四川省经济律师事务所、四川东方大地律师事务所执业律师,现为四川大学法学院教师,四川川达律师事务所执业律师、高级合伙人,成都高新区人民检察院专家咨询委员会委员,已取得独立董事资格证书",1,傅江,独立董事,富临精工,300432,"[""硕士""]","[""教师""]",[],2
"陈环琴,女,1976年3月出生,毕业于西安交通大学制冷与低温工程专业,本科学历,工程师","[""西安交通大学""]","陈环琴,女,1976年3月出生,毕业于西安交通大学制冷与低温工程专业,本科学历,工程师",1,陈环琴,董事,中泰股份,300435,"[""本科""]",[],[],1
"冯文先生:男,1968年11月出生,中国国籍,中国人民大学公共管理硕士","[""中国人民大学""]","冯文先生:男,1968年11月出生,中国国籍,中国人民大学公共管理硕士",1,冯文,独立董事,康斯特,300445,"[""硕士""]",[],[],1
南昌大学宁波校友会副会长、理事,"[""南昌大学""]",南昌大学宁波校友会副会长、理事,1,邹继华,总经理,美康生物,300439,[],[],[],0
南昌大学宁波校友会医学分会会长,"[""南昌大学""]",南昌大学宁波校友会医学分会会长,1,邹继华,总经理,美康生物,300439,[],[],[],0
南昌大学抚州医学院客座教授,"[""南昌大学""]",南昌大学抚州医学院客座教授,1,邹继华,总经理,美康生物,300439,[],"[""教授""]",[],1
"1983年1月毕业于西安医学院(后与西安交通大学合并,更名为西安交通大学医学院)医学系,获学士学位","[""西安交通大学""]","1983年1月毕业于西安医学院(后与西安交通大学合并,更名为西安交通大学医学院)医学系,获学士学位",1,李援黎,监事会主席,广生堂,300436,"[""本科""]",[],[],1
"兰凤崇先生,中国国籍,无境外居留权,1959年7月出生,1982年吉林工业大学汽车工程系本科毕业,1984年东北林业大学车辆工程专业硕士毕业,1998年吉林工业大学车辆工程学科博士毕业,2000年北京航空航天大学博士后出站","[""北京航空航天大学""]","兰凤崇先生,中国国籍,无境外居留权,1959年7月出生,1982年吉林工业大学汽车工程系本科毕业,1984年东北林业大学车辆工程专业硕士毕业,1998年吉林工业大学车辆工程学科博士毕业,2000年北京航空航天大学博士后出站",1,兰凤崇,董事,鹏辉能源,300438,"[""博士"",""博士后"",""本科"",""硕士""]",[],[],4
"1994年-1996年于西安交通大学任教,1994年获副教授职称","[""西安交通大学""]","1994年-1996年于西安交通大学任教,1994年获副教授职称",1,柯亚仕,总工程师,鲍斯股份,300441,[],"[""教授""]",[],1
电子科技大学,"[""电子科技大学""]","电子科技大学,北京交通大学,北京航空航天大学等高校兼职教授,北京市政府特聘专家,中国电子学会物联网专委会委员,北航-工信部CSIP物联网工程硕士执行主任等",2,周洪波,独立董事,汉邦高科,300449,[],[],[],0
北京航空航天大学等高校兼职教授,"[""北京航空航天大学""]","电子科技大学,北京交通大学,北京航空航天大学等高校兼职教授,北京市政府特聘专家,中国电子学会物联网专委会委员,北航-工信部CSIP物联网工程硕士执行主任等",2,周洪波,独立董事,汉邦高科,300449,[],"[""教授""]",[],1
"郭鹏飞,男,中国国籍,无境外永久居留权,1979年3月出生,毕业于北京航空航天大学,博士研究生,主要研究领域为多源信息融合、MEMS惯性传感器封测技术","[""北京航空航天大学""]","郭鹏飞,男,中国国籍,无境外永久居留权,1979年3月出生,毕业于北京航空航天大学,博士研究生,主要研究领域为多源信息融合、MEMS惯性传感器封测技术",1,郭鹏飞,监事会主席,赛微电子,300456,"[""博士"",""硕士""]",[],[],2
"毕业于杭州电子科技大学信息工程学院人力资源管理专业,本科学历,学士学位","[""电子科技大学""]","毕业于杭州电子科技大学信息工程学院人力资源管理专业,本科学历,学士学位",1,熊梦茜,职工监事,田中精机,300461,"[""本科""]",[],[],1
"毕业于南昌大学人力资源管理专业,本科学历","[""南昌大学""]","毕业于南昌大学人力资源管理专业,本科学历",1,宋志萍,监事会主席,田中精机,300461,"[""本科""]",[],[],1
"刘婷,女,中国国籍,无境外永久居留权,1983年4月出生,毕业于中国人民大学,博士研究生,2010年7月至今历任北京工商大学商学院会计系讲师、副教授,会计硕士专业学位(MPAcc)中心执行主任、国际交流与认证中心执行主任","[""中国人民大学""]","刘婷,女,中国国籍,无境外永久居留权,1983年4月出生,毕业于中国人民大学,博士研究生,2010年7月至今历任北京工商大学商学院会计系讲师、副教授,会计硕士专业学位(MPAcc)中心执行主任、国际交流与认证中心执行主任",1,刘婷,独立董事,赛微电子,300456,"[""博士"",""硕士""]","[""教授"",""讲师"",""主任""]",[],5
"王晋先生:1980年出生,西安交通大学本科、硕士毕业,2008年7月至2011年3月任职九富投资咨询(深圳)有限公司,曾任项目经理、项目总监","[""西安交通大学""]","王晋先生:1980年出生,西安交通大学本科、硕士毕业,2008年7月至2011年3月任职九富投资咨询(深圳)有限公司,曾任项目经理、项目总监",1,王晋,董事会秘书,赢合科技,300457,"[""本科"",""硕士""]",[],[],2
"于1995年9月毕业于华西医科大学(现更名四川大学华西医学中心),并于2007年12月获得东华大学工商管理硕士学位","[""四川大学""]","于1995年9月毕业于华西医科大学(现更名四川大学华西医学中心),并于2007年12月获得东华大学工商管理硕士学位",1,文德镛,董事,山河药辅,300452,"[""硕士""]",[],"[""工商管理""]",2
"1995年7月毕业于西安电子科技大学工业管理工程专业,本科学历,高级会计师、注册会计师、注册税务师","[""电子科技大学""]","1995年7月毕业于西安电子科技大学工业管理工程专业,本科学历,高级会计师、注册会计师、注册税务师",1,刘琦,财务负责人,山河药辅,300452,"[""本科""]",[],[],1
"1982年9月至1984年8月在电子工业部第十三研究所担任技术人员,1987年4月至今在西安交通大学微电子系从事教学和科研工作","[""西安交通大学""]","1982年9月至1984年8月在电子工业部第十三研究所担任技术人员,1987年4月至今在西安交通大学微电子系从事教学和科研工作",1,张瑞智,独立董事,全志科技,300458,[],[],[],0
"本科毕业于北京大学无线电电子系,研究生毕业于西安电子科技大学","[""电子科技大学""]","本科毕业于北京大学无线电电子系,研究生毕业于西安电子科技大学",1,公茂财,副总经理,康拓红外,300455,"[""本科"",""硕士""]",[],[],2
2005年6月至今在杭州电子科技大学会计学院任教,"[""电子科技大学""]",2005年6月至今在杭州电子科技大学会计学院任教,1,江乾坤,独立董事,创业慧康,300451,[],[],[],0
"1999年7月毕业于哈尔滨工业大学工业自动化专业,取得学士学位","[""哈尔滨工业大学""]","1999年7月毕业于哈尔滨工业大学工业自动化专业,取得学士学位",1,邵文峰,董事,康拓红外,300455,"[""本科""]",[],[],1
"2002年7月毕业于哈尔滨工业大学控制科学与工程专业,取得硕士学位","[""哈尔滨工业大学""]","2002年7月毕业于哈尔滨工业大学控制科学与工程专业,取得硕士学位",1,邵文峰,董事,康拓红外,300455,"[""硕士""]",[],[],1
"2003年7月毕业于北京航空航天大学电子信息工程学院电子信息工程专业,取得学士学位","[""北京航空航天大学""]","2003年7月毕业于北京航空航天大学电子信息工程学院电子信息工程专业,取得学士学位",1,刘鸿瑾,职工监事,康拓红外,300455,"[""本科""]",[],[],1
现任四川大学华西基础医学与法医学院教师,"[""四川大学""]",现任四川大学华西基础医学与法医学院教师,1,李婉宜,独立董事,迈克生物,300463,[],"[""教师""]",[],1
"许小菊女士(董事、副总裁),女,1980年出生,毕业于西安交通大学国际贸易专业","[""西安交通大学""]","许小菊女士(董事、副总裁),女,1980年出生,毕业于西安交通大学国际贸易专业",1,许小菊,总经理,赢合科技,300457,"[""毕业""]",[],[],1
"1983年7月毕业于国防科技大学自动控制专业,取得学士学位","[""国防科技大学""]","1983年7月毕业于国防科技大学自动控制专业,取得学士学位",1,夏刚,"董事长,董事",康拓红外,300455,"[""本科""]",[],[],1
"虞义华:男,1977年10月出生,中国国籍,无境外永久居留权,经济学博士,现任中国人民大学国家发展与战略研究院研究员、副教授,安源煤业集团股份有限公司、九江善水科技股份有限公司、中国瑞林工程技术股份有限公司独立董事,江西三鑫医疗科技股份有限公司第三届董事会独立董事","[""中国人民大学""]","虞义华:男,1977年10月出生,中国国籍,无境外永久居留权,经济学博士,现任中国人民大学国家发展与战略研究院研究员、副教授,安源煤业集团股份有限公司、九江善水科技股份有限公司、中国瑞林工程技术股份有限公司独立董事,江西三鑫医疗科技股份有限公司第三届董事会独立董事",1,虞义华,独立董事,三鑫医疗,300453,"[""博士""]","[""教授"",""研究员""]",[],3
"1994年7月至1997年8月任北京大学遥感与地理信息系统研究所助教、讲师,1997年8月至1998年3月任国家科委基础研究高技术司空间遥感处干部,1998年3月至2004年7月任中国科学技术部高新技术发展及产业化司信息处助理调研员,2004年7月至2009年7月历任中国科学技术部国家遥感中心导航定位处副处长、处长,2009年7月至2017年6月任中国科学技术部国家遥感中心副主任,2017年6月至2019年6月任北京航空航天大学北斗丝路学院院长、研究员,2019年6月至今任北京航空航天大学北斗丝路研究院研究员","[""北京航空航天大学""]","1994年7月至1997年8月任北京大学遥感与地理信息系统研究所助教、讲师,1997年8月至1998年3月任国家科委基础研究高技术司空间遥感处干部,1998年3月至2004年7月任中国科学技术部高新技术发展及产业化司信息处助理调研员,2004年7月至2009年7月历任中国科学技术部国家遥感中心导航定位处副处长、处长,2009年7月至2017年6月任中国科学技术部国家遥感中心副主任,2017年6月至2019年6月任北京航空航天大学北斗丝路学院院长、研究员,2019年6月至今任北京航空航天大学北斗丝路研究院研究员",1,景贵飞,独立董事,赛微电子,300456,[],"[""研究员"",""院长"",""讲师"",""主任""]",[],4
"1997年7月毕业于哈尔滨工业大学自动控制系,取得工学学士学位","[""哈尔滨工业大学""]","1997年7月毕业于哈尔滨工业大学自动控制系,取得工学学士学位",1,袁利,"副董事长,董事",康拓红外,300455,"[""本科""]",[],[],1
"1999年7月毕业于哈尔滨工业大学航天学院制导、导航与控制专业,取得工学硕士学位","[""哈尔滨工业大学""]","1999年7月毕业于哈尔滨工业大学航天学院制导、导航与控制专业,取得工学硕士学位",1,袁利,"副董事长,董事",康拓红外,300455,"[""硕士""]",[],[],1
"2018年9月毕业于哈尔滨工业大学航天学院控制科学与工程专业,取得博士学位","[""哈尔滨工业大学""]","2018年9月毕业于哈尔滨工业大学航天学院控制科学与工程专业,取得博士学位",1,袁利,"副董事长,董事",康拓红外,300455,"[""博士""]",[],[],1
"1998年7月毕业于哈尔滨工业大学控制工程专业,取得学士学位","[""哈尔滨工业大学""]","1998年7月毕业于哈尔滨工业大学控制工程专业,取得学士学位",1,张益,职工监事,康拓红外,300455,"[""本科""]",[],[],1
"2001年7月毕业于哈尔滨工业大学控制科学与工程专业,取得工学学士学位,2002年9月毕业于英国雷丁大学国际会计与咨询专业,取得理学硕士学位,2003年9月毕业于英国伦敦大学帝国理工学院金融专业,取得理学硕士学位","[""哈尔滨工业大学""]","2001年7月毕业于哈尔滨工业大学控制科学与工程专业,取得工学学士学位,2002年9月毕业于英国雷丁大学国际会计与咨询专业,取得理学硕士学位,2003年9月毕业于英国伦敦大学帝国理工学院金融专业,取得理学硕士学位",1,王梓郡,董事,康拓红外,300455,"[""本科"",""硕士""]",[],[],2
曾任哈尔滨工业大学工业电子技术研究所助理工程师,"[""哈尔滨工业大学""]",曾任哈尔滨工业大学工业电子技术研究所助理工程师,1,王梓郡,董事,康拓红外,300455,[],[],[],0
"宋建波女士,1965年出生,中国国籍,会计学博士,2000年7月起任职于中国人民大学,现任商学院教授","[""中国人民大学""]","宋建波女士,1965年出生,中国国籍,会计学博士,2000年7月起任职于中国人民大学,现任商学院教授",1,宋建波,独立董事,康拓红外,300455,"[""博士""]","[""教授""]",[],2
"干胜道,男,汉族,1967年3月出生,安徽天长人,现任四川大学商学院会计学教授、博士生导师,博士后合作导师","[""四川大学""]","干胜道,男,汉族,1967年3月出生,安徽天长人,现任四川大学商学院会计学教授、博士生导师,博士后合作导师",1,干胜道,独立董事,中密控股,300470,"[""博士"",""博士后""]","[""教授"",""导师""]",[],4
一直在四川大学从事财务管理与会计学的教学和科研工作,"[""四川大学""]",一直在四川大学从事财务管理与会计学的教学和科研工作,1,干胜道,独立董事,中密控股,300470,[],[],[],0
现任四川大学金融研究所副所长、中国会计学会理事、中国民主建国会中央委员、四川省政协委员等职,"[""四川大学""]",现任四川大学金融研究所副所长、中国会计学会理事、中国民主建国会中央委员、四川省政协委员等职,1,干胜道,独立董事,中密控股,300470,[],"[""所长""]",[],1
"1990年7月毕业于北方交通大学,2011年7月获得北京航空航天大学软件工程领域工程硕士学位","[""北京航空航天大学""]","1990年7月毕业于北方交通大学,2011年7月获得北京航空航天大学软件工程领域工程硕士学位",1,张仁增,董事,合纵科技,300477,"[""硕士""]",[],[],1
"陈怒兴先生,1969年出生,毕业于国防科技大学通信与电子系统专业,博士学历,副教授职称,中国国籍,无境外居留权","[""国防科技大学""]","陈怒兴先生,1969年出生,毕业于国防科技大学通信与电子系统专业,博士学历,副教授职称,中国国籍,无境外居留权",1,陈怒兴,职工监事,景嘉微,300474,"[""博士""]","[""教授""]",[],2
1998年至2008年在国防科技大学担任助理研究员、副教授,"[""国防科技大学""]",1998年至2008年在国防科技大学担任助理研究员、副教授,1,陈怒兴,职工监事,景嘉微,300474,[],"[""教授"",""研究员""]",[],2
南昌大学MBA教育中心兼职教授、江西外语外贸职业学院客座教授、江西省预算绩效管理专家库专家、和君商学院江西专家团成员、江西省国资委聘任国企外部董事,"[""南昌大学""]",南昌大学MBA教育中心兼职教授、江西外语外贸职业学院客座教授、江西省预算绩效管理专家库专家、和君商学院江西专家团成员、江西省国资委聘任国企外部董事,1,王金本,独立董事,新元科技,300472,[],"[""教授""]","[""MBA""]",2
"1991年至1995年任美国伊利诺伊斯、普渡大学客座教授和博士后研究员,1998年至2001年任四川大学机械系副教授,1995年至今任清华大学责任教授/机器人学科首席研究员、机械学位委员会副主席、高端装备研究院专业委员会主席和机器人工程所所长、航空先进制造装备及自动化联合研究中心主任、国家CIMS中心副主任,现任苏州绿的谐波传动科技股份有限公司独立董事","[""四川大学""]","1991年至1995年任美国伊利诺伊斯、普渡大学客座教授和博士后研究员,1998年至2001年任四川大学机械系副教授,1995年至今任清华大学责任教授/机器人学科首席研究员、机械学位委员会副主席、高端装备研究院专业委员会主席和机器人工程所所长、航空先进制造装备及自动化联合研究中心主任、国家CIMS中心副主任,现任苏州绿的谐波传动科技股份有限公司独立董事",1,陈恳,独立董事,赛摩智能,300466,"[""博士"",""博士后""]","[""教授"",""研究员"",""主任"",""所长""]",[],6
"哈尔滨工程大学船舶工程系学士,上海交通大学海洋工程系硕士,休斯顿大学土木工程博士,耶鲁大学管理学院金融管理硕士,清华大学五道口金融学院EMBA","[""哈尔滨工程大学""]","哈尔滨工程大学船舶工程系学士,上海交通大学海洋工程系硕士,休斯顿大学土木工程博士,耶鲁大学管理学院金融管理硕士,清华大学五道口金融学院EMBA",1,赵军,独立董事,迅游科技,300467,"[""博士"",""本科"",""硕士""]",[],"[""MBA"",""管理学""]",5
"鲁锦先生,1972年5月出生,中国国籍,毕业于四川大学无线电系,工学学士","[""四川大学""]","鲁锦先生,1972年5月出生,中国国籍,毕业于四川大学无线电系,工学学士",1,鲁锦,董事,迅游科技,300467,"[""本科""]",[],[],1
"曾万辉先生,1970年出生,毕业于国防科技大学微波与毫米波技术专业,硕士学历,中国国籍,无境外居留权","[""国防科技大学""]","曾万辉先生,1970年出生,毕业于国防科技大学微波与毫米波技术专业,硕士学历,中国国籍,无境外居留权",1,曾万辉,总经理,景嘉微,300474,"[""硕士""]",[],[],1
毕业于国防科技大学信息与通信工程专业,"[""国防科技大学""]","余小游先生,1969年9月出生,毕业于国防科技大学信息与通信工程专业,博士学历,副教授职称,中国国籍,无境外永久居留权,现任湖南大学副教授",2,余小游,独立董事,景嘉微,300474,"[""毕业""]",[],[],1
现任湖南大学副教授,"[""湖南大学""]","余小游先生,1969年9月出生,毕业于国防科技大学信息与通信工程专业,博士学历,副教授职称,中国国籍,无境外永久居留权,现任湖南大学副教授",2,余小游,独立董事,景嘉微,300474,[],"[""教授""]",[],1
"刘理洲先生,中国国籍,无境外永久居留权,1977年1月出生,同济大学EMBA,中级工程师","[""同济大学""]","刘理洲先生,中国国籍,无境外永久居留权,1977年1月出生,同济大学EMBA,中级工程师",1,刘理洲,董事,信息发展,300469,[],[],"[""MBA""]",1
"罗竞成先生,1967年出生,毕业于湖南大学会计系,本科学历,湖南大学MBA,中国国籍,无境外居留权","[""湖南大学""]","罗竞成先生,1967年出生,毕业于湖南大学会计系,本科学历,湖南大学MBA,中国国籍,无境外居留权",1,罗竞成,财务总监,景嘉微,300474,"[""本科""]",[],"[""MBA""]",2
"本科毕业于中国人民大学,获本科学位","[""中国人民大学""]","本科毕业于中国人民大学,获本科学位",1,杨斌琦,副总经理,星徽精密,300464,"[""本科""]",[],[],1
"王林,男,1979年出生,中国国籍,无境外永久居留权,杭州电子科技大学学士,浙江大学硕士","[""电子科技大学""]","王林,男,1979年出生,中国国籍,无境外永久居留权,杭州电子科技大学学士,浙江大学硕士",1,王林,独立董事,光力科技,300480,"[""本科"",""硕士""]",[],[],2
"赵亚平,男,1977年12月出生,中国国籍,无境外永久居留权,毕业于四川大学","[""四川大学""]","赵亚平,男,1977年12月出生,中国国籍,无境外永久居留权,毕业于四川大学",1,赵亚平,副总经理,万孚生物,300482,"[""毕业""]",[],[],1
1990年至2015年任中国人民大学商学院教授,"[""中国人民大学""]",1990年至2015年任中国人民大学商学院教授,1,徐泓,独立董事,赛升药业,300485,[],"[""教授""]",[],1
"孙祯祥先生:1975年生,中国国籍,无境外永久居留权,山东大学物理学学士,北京航空航天大学项目管理专业硕士,高级工程师","[""北京航空航天大学""]","孙祯祥先生:1975年生,中国国籍,无境外永久居留权,山东大学物理学学士,北京航空航天大学项目管理专业硕士,高级工程师",1,孙祯祥,监事会主席,神思电子,300479,"[""本科"",""硕士""]",[],[],2
"王伟民先生,中华人民共和国国籍,无境外永久居留权,1965年出生,湖南大学本科、北京大学光华管理学院EMBA,中国注册会计师,高级会计师","[""湖南大学""]","王伟民先生,中华人民共和国国籍,无境外永久居留权,1965年出生,湖南大学本科、北京大学光华管理学院EMBA,中国注册会计师,高级会计师",1,王伟民,监事,东杰智能,300486,"[""本科""]",[],"[""MBA"",""管理学""]",3
"毕业于四川大学,本科学历,中国国籍,无永久境外居留权","[""四川大学""]","毕业于四川大学,本科学历,中国国籍,无永久境外居留权",1,韦卫军,副总经理,蓝晓科技,300487,"[""本科""]",[],[],1
"毕业于西北工业大学,博士学历,中国国籍,无永久境外居留权","[""西北工业大学""]","毕业于西北工业大学,博士学历,中国国籍,无永久境外居留权",1,高月静,"董事长,董事",蓝晓科技,300487,"[""博士""]",[],[],1
"曾任湖南大学讲师、副教授,时代新材独立董事,正虹科技独立董事等职,现任湖南大学教授、博导,兼任长沙岱勒新材料科技股份有限公司、湖南新五丰股份有限公司独立董事,中国会计学会高级个人会员,中国会计学会财务成本分会理事,湖南省财务学会理事,湖南省会计系列职称评审委员","[""湖南大学""]","曾任湖南大学讲师、副教授,时代新材独立董事,正虹科技独立董事等职,现任湖南大学教授、博导,兼任长沙岱勒新材料科技股份有限公司、湖南新五丰股份有限公司独立董事,中国会计学会高级个人会员,中国会计学会财务成本分会理事,湖南省财务学会理事,湖南省会计系列职称评审委员",1,黄珺,独立董事,华自科技,300490,[],"[""教授"",""讲师""]",[],2
"毕业于西北工业大学,硕士学历,中国国籍,无永久境外居留权","[""西北工业大学""]","毕业于西北工业大学,硕士学历,中国国籍,无永久境外居留权",1,寇晓康,总经理,蓝晓科技,300487,"[""硕士""]",[],[],1
"寇晓康先生是全国行业权威期刊《离子交换与吸附》编委、南京大学产业教授、西北工业大学、西安建筑科技大学硕士生导师,国务院政府特殊津贴专家、陕西省三秦人才","[""西北工业大学""]","寇晓康先生是全国行业权威期刊《离子交换与吸附》编委、南京大学产业教授、西北工业大学、西安建筑科技大学硕士生导师,国务院政府特殊津贴专家、陕西省三秦人才",1,寇晓康,总经理,蓝晓科技,300487,"[""硕士""]","[""教授"",""导师""]",[],3
"王凤丽女士,1963年出生,毕业于四川大学,法律硕士,教授,中国国籍,无永久境外居留权","[""四川大学""]","王凤丽女士,1963年出生,毕业于四川大学,法律硕士,教授,中国国籍,无永久境外居留权",1,王凤丽,独立董事,蓝晓科技,300487,"[""硕士""]","[""教授""]",[],2
"现为西北政法大学教授,任西北政法大学经济管理学院国际贸易系主任、西安交通大学经济管理学院客座教授、西安市碑林区人民法院专家咨询委员会委员","[""西安交通大学""]","现为西北政法大学教授,任西北政法大学经济管理学院国际贸易系主任、西安交通大学经济管理学院客座教授、西安市碑林区人民法院专家咨询委员会委员",1,王凤丽,独立董事,蓝晓科技,300487,[],"[""教授"",""主任""]","[""管理学""]",3
"金维宇先生,1969年生,中国国籍,无境外永久居留权,毕业于湖南大学、中南大学,博士学历,控制科学与工程专业","[""湖南大学""]","金维宇先生,1969年生,中国国籍,无境外永久居留权,毕业于湖南大学、中南大学,博士学历,控制科学与工程专业",1,金维宇,独立董事,华自科技,300490,"[""博士""]",[],[],1
2004年毕业于哈尔滨工业大学科技哲学专业硕士学位,"[""哈尔滨工业大学""]",2004年毕业于哈尔滨工业大学科技哲学专业硕士学位,1,杨宗璇,董事会秘书,中飞股份,300489,"[""硕士""]",[],[],1
1996年--1998年哈尔滨工业大学管理学院研究生,"[""哈尔滨工业大学""]",1996年--1998年哈尔滨工业大学管理学院研究生,1,郑祥健,副总经理,中飞股份,300489,"[""硕士""]",[],"[""管理学""]",2
"曾德明先生,1958年生,中国国籍,无境外永久居留权,毕业于湖南大学、荷兰Twente大学,博士学历,教授职称","[""湖南大学""]","曾德明先生,1958年生,中国国籍,无境外永久居留权,毕业于湖南大学、荷兰Twente大学,博士学历,教授职称",1,曾德明,独立董事,华自科技,300490,"[""博士""]","[""教授""]",[],2
"1982年3月至1986年7月任湖南大学经济管理系讲师,1988年8月至1999年9月任湖南大学国际商学院副教授,1999年9月至2010年9月任湖南大学工商管理学院副院长,2010年10月至2019年7月任湖南大学远程与继续教育学院院长,2001年至今任湖南大学工商管理学院国家二级教授、博士生导师,2019年至今兼任长沙开元仪器股份有限公司高级顾问、中广天择股份有限公司独立董事","[""湖南大学""]","1982年3月至1986年7月任湖南大学经济管理系讲师,1988年8月至1999年9月任湖南大学国际商学院副教授,1999年9月至2010年9月任湖南大学工商管理学院副院长,2010年10月至2019年7月任湖南大学远程与继续教育学院院长,2001年至今任湖南大学工商管理学院国家二级教授、博士生导师,2019年至今兼任长沙开元仪器股份有限公司高级顾问、中广天择股份有限公司独立董事",1,曾德明,独立董事,华自科技,300490,"[""博士""]","[""教授"",""院长"",""导师"",""讲师""]","[""管理学"",""工商管理""]",7
"周龙,男,中国国籍,无境外永久居留权,1985年9月生,2008年6月毕业于四川大学,信息安全专业,本科学历","[""四川大学""]","周龙,男,中国国籍,无境外永久居留权,1985年9月生,2008年6月毕业于四川大学,信息安全专业,本科学历",1,周龙,副总经理,通合科技,300491,"[""本科""]",[],[],1
