_id,code,stockName,market,ipoDate,__v,actualController,actualControllerSharePercentage,companyName,employeeAmount,englishName,foundedDate,goPublicDate,industry,location,mainBusiness,phone,productsName,province,registeredCapital,updatedAt,website,actualControllerType,subIndustry,stockCode,guoBiaoIndustry,guoBiaoIndustryCode,guoBiaoSubIndustry,guoBiaoSubIndustryCode,totalMember,partyMember
"""5f4adeae2018c1179b9ddfa9""",300011,鼎汉技术,深圳创业板,1256860800000,0,顾庆伟,23.02%,北京鼎汉技术集团股份有限公司,1888,Beijing Dinghan Technology Group Co.Ltd,2002-06-10,2009-10-30,电气设备 — 电源设备,北京市丰台区南四环西路188号18区2号楼,轨道交通电源设备、电线电缆的销售及提供其他配套产品和技术服务。,86-010-83683366-8287;86-010-83683366-8284,"[""信息化与安全检测"",""地面电气装备"",""车辆电气装备""]",北京市,5.59亿元,1608535342157,www.dinghantech.com,个人,电源设备,300011.SZ,制造业,C,铁路、船舶、航空航天和其它运输设备制造业,37,20,2
"""5f4adeae2018c1179b9ddfaa""",300012,华测检测,深圳创业板,1256860800000,0,万峰,7.26%,华测检测认证集团股份有限公司,9357,Centre Testing International Group Co. Ltd.,2003-12-23,2009-10-30,综合 — 综合Ⅱ,广东省深圳市宝安区新安街道留仙三路4号华测检测大楼,独立第三方检测业务,86-0755-33682137,"[""贸易保障"",""消费品测试"",""工业测试"",""生命科学""]",广东省,16.65亿元,1608535348170,www.cti-cert.com,个人,综合Ⅱ,300012.SZ,科学研究和技术服务业,M,专业技术服务业,74,17,1
"""5f4adeae2018c1179b9ddfab""",300013,新宁物流,深圳创业板,1256860800000,0,,,江苏新宁现代物流股份有限公司,2706,"Jiangsu Xinning Modern Logistics Co.,Ltd",1997-02-24,2009-10-30,交通运输 — 物流Ⅱ,江苏省苏州市昆山市张浦镇阳光西路760号,以电子元器件保税仓储为核心，并为电子信息产业供应链中的原料供应、采购与生产环节提供第三方综合物流服务,86-0512-57120911,"[""VMI"",""DC"",""CKD/SKD"",""线边库管理"",""原材料配送上线"",""成品下线"",""成品仓管理"",""FG"",""FA"",""FRU"",""国内国际货运"",""银行监管仓"",""供应链金融服务""]",江苏省,4.47亿元,1608535351962,www.xinning.com.cn,,物流Ⅱ,300013.SZ,交通运输、仓储和邮政业,G,仓储业,59,13,3
"""5f4adeae2018c1179b9ddfac""",300014,亿纬锂能,深圳创业板,1256860800000,0,刘金成、骆锦红,18.50、17.36%,惠州亿纬锂能股份有限公司,9104,"Eve Energy Co.,Ltd.",2001-12-24,2009-10-30,电气设备 — 电源设备,广东省惠州市惠城区仲恺高新区惠风七路38号,锂原电池、锂离子电池、电子产品和电子烟,86-0752-5751928;86-0752-2605878,"[""锂原电池"",""锂离子电池""]",广东省,18.89亿元,1608535356391,www.evebattery.com,个人,电源设备,300014.SZ,制造业,C,电气机械及器材制造业,38,16,0
"""5f4adeae2018c1179b9ddfad""",300015,爱尔眼科,深圳创业板,1256860800000,0,陈邦,44.38%,爱尔眼科医院集团股份有限公司,18241,"Aier Eye Hospital Group Co.,Ltd.",2003-01-24,2009-10-30,医药生物 — 医疗服务Ⅱ,湖南省长沙市芙蓉区芙蓉中路二段198号新世纪大厦4楼,眼科医疗服务与视光医疗服务,86-0731-85136739,"[""屈光项目"",""白内障项目"",""眼前段项目"",""眼后段项目"",""视光服务项目""]",湖南省,41.22亿元,1608535371167,www.aierchina.com,个人,医疗服务Ⅱ,300015.SZ,卫生和社会工作业,Q,卫生,83,16,3
"""5f4adeae2018c1179b9ddfae""",300016,北陆药业,深圳创业板,1256860800000,0,王代雪,22.38%,北京北陆药业股份有限公司,641,"Beijing Beilu Pharmaceutical Co.,Ltd",1992-09-05,2009-10-30,医药生物 — 化学制药,北京市海淀区西直门北大街32号枫蓝国际写字楼A座7层,对比剂系列、精神类药品和降糖类等药品的研发、生产与销售，同时积极落实肿瘤个性化诊疗的发展战略。,86-010-62625287,"[""双北碘海醇注射液"",""新京典碘帕醇注射液"",""典淳宁碘克沙醇注射液"",""复锐明枸橼酸铁胺泡腾颗粒"",""钆贝葡胺注射液"",""九味镇心颗粒"",""格列美脲片"",""瑞格列奈片""]",北京市,4.94亿元,1608535375274,www.beilu.com.cn,个人,化学制药,300016.SZ,制造业,C,医药制造业,27,14,2
"""5f4adeae2018c1179b9ddfaf""",300017,网宿科技,深圳创业板,1256860800000,0,,,网宿科技股份有限公司,3172,"Wangsu Science & Technology Co.,Ltd.",2000-01-26,2009-10-30,通信 — 通信设备,上海市徐汇区斜土路2899号光启文化广场A幢5楼,向客户提供全球范围内的内容分发与加速(CDN)服务、互联网数据中心(IDC)服务及云服务整体解决方案,86-021-64685982,"[""网页加速"",""下载加速"",""上传加速"",""动态加速"",""全站加速"",""应用性能管理"",""海外加速"",""直播分发"",""点播分发"",""S-P2P及增值服务"",""云直播"",""视频处理"",""画质增强"",""智控高清"",""视频审核"",""SDK"",""版权保护"",""DDoS云清洗"",""Web应用防火墙"",""漏洞扫描服务"",""渗透测试服务"",""安全加固服务"",""安全应急响应服务"",""BotGuard爬虫管理"",""内容安全"",""网页防篡改"",""网站安全监测"",""全网态势感知"",""DNS防劫持"",""高防DNS"",""天枢物理服务器"",""容器服务"",""边缘云主机"",""边缘云容器"",""云硬盘"",""对象存储"",""归档存储"",""云负载均衡"",""连接组网"",""应用优化"",""托管空间及带宽租用"",""托管设备及软件代购/租用""]",上海市,24.53亿元,1608535381597,www.wangsu.com,,通信设备,300017.SZ,信息传输、软件和信息技术服务业,I,软件和信息技术服务业,65,13,1
"""5f4adeae2018c1179b9ddfb0""",300018,中元股份,深圳创业板,1256860800000,0,"邓志刚,王永业,张小波,刘屹,尹健,卢春明,尹力光,陈志兵",24.15%,武汉中元华电科技股份有限公司,886,"Wuhan Zhong Yuan Hua Dian Science & Technology Co.,Ltd",2001-11-16,2009-10-30,电气设备 — 电气自动化设备,湖北省武汉市洪山区东湖新技术开发区华中科技大学科技园六路6号,电力系统智能化记录分析、时间同步、变电站综合自动化和配网自动化相关产品的研发、制造、销售和服务。,86-027-87180718,"[""电力故障录波装置"",""时间同步装置和变电站综合自动化装置"",""智能配网设备"",""智能电网测试仪器仪表"",""医疗信息化"",""医药批发"",""体外诊断""]",湖北省,4.81亿元,1608535385291,www.zyhd.com.cn,个人,电气自动化设备,300018.SZ,制造业,C,电气机械及器材制造业,38,15,1
"""5f4adeae2018c1179b9ddfb1""",300019,硅宝科技,深圳创业板,1256860800000,0,,,成都硅宝科技股份有限公司,786,"Chengdu Guibao Science & Technology Co.,Ltd.",1998-10-19,2009-10-30,化工 — 化学制品,四川省成都市武侯区高新区新园大道16号,有机硅密封胶、防腐材料及工程、硅烷偶联剂、设备制造及工程服务等。,86-028-85317909,"[""建筑类用胶"",""工业类用胶"",""硅烷偶联剂"",""防腐材料及工程"",""化工设备制造""]",四川省,3.31亿元,1608535389428,www.guibao.cn,,化学制品,300019.SZ,制造业,C,化学原料及化学制品制造业,26,17,3
"""5f4adeae2018c1179b9ddfb2""",300020,银江股份,深圳创业板,1256860800000,0,王辉、刘健,9.20、1.44%,银江股份有限公司,725,"Enjoyor Co.,Ltd",1992-11-13,2009-10-30,计算机 — 计算机应用,浙江省杭州市西湖区西园八路2号,智慧城市、智慧交通和智慧医疗领域工程项目的开发、实施和维护。,86-0571-89716117,"[""智慧交通"",""智慧医疗"",""智慧城市""]",浙江省,6.56亿元,1608535395651,www.enjoyor.net,个人,计算机应用,300020.SZ,信息传输、软件和信息技术服务业,I,软件和信息技术服务业,65,20,1
"""5f4adeae2018c1179b9ddfb3""",300021,大禹节水,深圳创业板,1256860800000,0,王浩宇、仇玲,23.30、22.74%,大禹节水集团股份有限公司,1655,"Dayu Water-Saving Group Co.,Ltd",2005-01-19,2009-10-30,农林牧渔 — 农业综合Ⅱ,天津市武清区京滨工业园民旺道10号,从事智慧水利项目建设、现代节水设施制造业和水利施工工程业务、现代农业设施连锁经营、水利设计、水利信息化和探索土地流转种植,86-022-59679306,"[""智慧农水项目建设"",""农水科技销售与服务"",""农水设计服务"",""农水信息化和项目运营服务""]",甘肃省,7.97亿元,1608535400700,www.dyjs.com,个人,农业综合Ⅱ,300021.SZ,制造业,C,橡胶和塑料制品业,29,16,5
"""5f4adeae2018c1179b9ddfb4""",300022,吉峰科技,深圳创业板,1256860800000,0,王新明、王红艳,13.77、8.64%,吉峰三农科技服务股份有限公司,1153,"Gifore Agricultural Science & Technology Service Co.,Ltd.",,,商业贸易 — 专业零售,四川省成都市郫都区成都现代工业港北部园区港通北二路219号,"农机流通与服务业务板块,高端特色农机具及核心零部件业务板块,乡村振兴与智慧农业整体解决方案及现代农事服务+互联网板块",86-028-67518546,"[""农(牧"",""林果"",""蔬菜)业机械(单台或成套)设备"",""农用轻型载货汽车"",""农村通用机电""]",四川省,3.8亿元,1608535433912,www.gifore.com,个人,专业零售,300022.SZ,电力、热力、燃气及水的生产和供应业,D,零售业,52,12,1
"""5f4adeae2018c1179b9ddfb5""",300023,宝德股份,深圳创业板,1256860800000,0,赵敏、邢连鲜,34.04、4.19%,西安宝德自动化股份有限公司,87,"Bode Energy Equipment Co.,Ltd",2001-04-12,2009-10-30,机械设备 — 专用设备,陕西省西安市雁塔区高新区草堂科技产业基地秦岭大道西付6号,从事自动化及融资租赁业务,86-029-89010616,"[""石油钻采自动化产品及服务"",""融资租赁""]",陕西省,3.16亿元,1608535437682,www.bode-e.com,个人,专用设备,300023.SZ,金融业,J,其他金融业,69,12,0
"""5f4adeae2018c1179b9ddfb6""",300024,机器人,深圳创业板,1256860800000,0,中国科学院,25.27%,沈阳新松机器人自动化股份有限公司,4559,"Siasun Robot&Automation Co.,Ltd.",2000-04-30,2009-10-30,机械设备 — 通用机械,辽宁省沈阳市浑南区全运北路33号,零部件、机器人、特种机器人及工业4.0,86-024-31165858,"[""工业机器人"",""物流与仓储自动化成套装备"",""自动化装配"",""检测生产线"",""系统集成"",""交通自动化系统""]",辽宁省,15.6亿元,1608535442631,www.siasun.com,中央国家机关,通用机械,300024.SZ,制造业,C,通用设备制造业,34,28,7
"""5f4adeae2018c1179b9ddfb7""",300025,华星创业,深圳创业板,1256860800000,0,朱东成,1.99%,杭州华星创业通信技术股份有限公司,1984,"Hangzhou Huaxing Chuangye Communication Technology Co.,Ltd.",2003-06-05,2009-10-30,通信 — 通信设备,浙江省杭州市滨江区聚才路500号,提供移动通信技术服务和相关产品的研发、生产和销售,86-0571-87208518,"[""网络优化"",""网络建设"",""网络维护"",""系统产品""]",浙江省,4.29亿元,1608535457841,www.hxcy.com.cn,个人,通信设备,300025.SZ,信息传输、软件和信息技术服务业,I,软件和信息技术服务业,65,24,1
"""5f4adeae2018c1179b9ddfb8""",300026,红日药业,深圳创业板,1256860800000,0,成都市国有资产监督管理委员会,22.24%,天津红日药业股份有限公司,5493,"Tianjin Chase Sun Pharmaceutical Co.,Ltd",1996-09-23,2009-10-30,医药生物 — 中药Ⅱ,天津市武清区开发区创业总部基地B01号楼,从事药品及医疗器械的生产经营和研究开发,86-022-59623217,"[""中药配方颗粒"",""血必净注射液"",""盐酸法舒地尔注射液"",""低分子量肝素钙注射液"",""清肺散结丸及抗癌平丸"",""医疗健康服务"",""羟丙甲纤维素"",""羟丙纤维素"",""微晶纤维"",""脉搏血氧仪"",""监护仪"",""心电检测仪"",""呼吸训练器""]",天津市,30.04亿元,1608535461511,www.chasesun.cn,地方国资委,中药Ⅱ,300026.SZ,制造业,C,医药制造业,27,21,3
"""5f4adeae2018c1179b9ddfb9""",300027,华谊兄弟,深圳创业板,1256860800000,0,王忠军、王忠磊,20.56、5.12%,华谊兄弟传媒股份有限公司,959,Huayi Brothers Media Corporation,2004-11-19,2009-10-30,传媒 — 文化传媒,北京市朝阳区新源南路甲2号华谊兄弟办公大楼,从事电影的制作、发行及衍生业务；电视剧的制作、发行及衍生业务；艺人经纪服务及相关服务业务。,86-010-65805818,"[""影视娱乐"",""品牌授权及实景娱乐"",""互联网娱乐"",""合并抵消""]",浙江省,27.79亿元,1608535465875,www.huayimedia.com,个人,文化传媒,300027.SZ,文化、体育和娱乐业,R,广播、电视、电影和影视录音制作业,86,13,1
"""5f4adeae2018c1179b9ddfba""",300029,天龙光电,深圳创业板,1261699200000,0,,,江苏华盛天龙光电设备股份有限公司,72,"Jiangsu Huasheng Tianlong Photoelectric Co.,Ltd.",2001-12-28,2009-12-25,电气设备 — 电源设备,江苏省常州市金坛区金坛经济开发区华城路318号,单晶炉、多晶炉、石墨热场、石英坩埚等光伏耗材等业务,86-0519-82686000,"[""单晶炉及炉体"",""丫口机"",""切割机"",""切方机"",""研磨机"",""热场"",""药机"",""租赁"",""材料销售""]",江苏省,2亿元,1608535469105,www.hstl.cn,,电源设备,300029.SZ,制造业,C,专用设备制造业,35,11,1
"""5f4adeae2018c1179b9ddfbb""",300030,阳普医疗,深圳创业板,1261699200000,0,邓冠华,23.43%,广州阳普医疗科技股份有限公司,798,"Guangzhou Improve Medical Instruments Co.,Ltd",1996-08-19,2009-12-25,医药生物 — 医疗器械Ⅱ,广东省广州市黄埔区经济技术开发区科学城开源大道102号,为临床检验实验室与临床护理提供专业解决方案,86-020-32218167;86-020-32312573,"[""真空采血管"",""仪器"",""试剂"",""融资租赁"",""软件产品及服务""]",广东省,3.09亿元,1608535472860,www.improve-medical.com,个人,医疗器械Ⅱ,300030.SZ,制造业,C,专用设备制造业,35,14,1
"""5f4adeae2018c1179b9ddfbc""",300031,宝通科技,深圳创业板,1261699200000,0,包志方,22.75%,无锡宝通科技股份有限公司,1048,Wuxi Boton Technology Ltd.,2000-12-27,2009-12-25,传媒 — 互联网传媒,江苏省无锡市滨湖区新吴区张公路19号,中国移动网络游戏的海外发行和运营,86-0510-83709871,"[""手机游戏产品"",""输送带"",""传输维护服务""]",江苏省,3.97亿元,1608535477342,www.botontech.cn,个人,互联网传媒,300031.SZ,信息传输、软件和信息技术服务业,I,互联网和相关服务,64,13,1
"""5f4adeae2018c1179b9ddfbd""",300032,金龙机电,深圳创业板,1261699200000,0,,,金龙机电股份有限公司,7445,"Jinlong Machinery & Electronic Co.,Ltd",1993-11-11,2009-12-25,电子 — 光学光电子,广东省深圳市南山区粤海街道华润置地大厦D座25楼01-05单元,超小型微特电机和触摸屏等精密光电元器件、组件和模组产品的研发、生产、销售,86-0755-26509862,"[""马达"",""触控显示模组"",""通讯设备"",""手机"",""结构件""]",浙江省,8.03亿元,1608535480156,www.kotl.com.cn,,光学光电子,300032.SZ,制造业,C,电气机械及器材制造业,38,10,0
"""5f4adeae2018c1179b9ddfbe""",300033,同花顺,深圳创业板,1261699200000,0,易峥,36.00%,浙江核新同花顺网络信息股份有限公司,3372,"Hithink Royalflush Information Network Co.,Ltd.",2001-08-24,2009-12-25,计算机 — 计算机应用,浙江省杭州市余杭区五常街道同顺街18号,金融资讯及数据服务、手机金融信息服务、网上行情交易系统、基金销售等四大服务。,86-0571-88852766,"[""增值电信服务"",""软件销售及维护"",""广告及互联网业务推广服务"",""基金销售及其他交易""]",浙江省,5.38亿元,1608535483099,www.10jqka.com.cn,个人,计算机应用,300033.SZ,金融业,J,其他金融业,69,13,1
"""5f4adeae2018c1179b9ddfbf""",300034,钢研高纳,深圳创业板,1261699200000,0,国务院国有资产监督管理委员会,42.30%,北京钢研高纳科技股份有限公司,1127,"Gaona Aero Material Co.,Ltd.",2002-11-08,2009-12-25,国防军工 — 航天装备,北京市海淀区大柳树南村19号,铸造高温合金制品、变形高温合金制品和新型高温合金材料及制品的生产、销售,86-010-62182656,"[""高温母合金"",""发动机精铸件"",""航空发动机盘锻件"",""汽轮机涡轮盘"",""防护片"",""高温合金离心铸管及静态铸件"",""高温合金精铸件"",""切断刀""]",北京市,4.7亿元,1608535487025,www.cisri-gaona.com.cn,国资委,航天装备,300034.SZ,制造业,C,有色金属冶炼及压延加工业,32,18,5
"""5f4adeae2018c1179b9ddfc0""",300035,中科电气,深圳创业板,1261699200000,0,余新、李爱武,12.55、4.22%,湖南中科电气股份有限公司,895,"Hunan Zhongke Electric Co.,Ltd.",2004-04-06,2009-12-25,化工 — 化学制品,湖南省岳阳市岳阳楼区经济技术开发区岳阳大道中科工业园,磁电装备、锂电负极,86-0730-8688891,"[""电磁冶金专用设备"",""工业磁力设备"",""锂电专用设备""]",湖南省,6.43亿元,1608535491144,www.cseco.cn,个人,化学制品,300035.SZ,制造业,C,电气机械及器材制造业,38,16,5
"""5f4adeae2018c1179b9ddfc1""",300036,超图软件,深圳创业板,1261699200000,0,钟耳顺,11.17%,北京超图软件股份有限公司,3497,"Beijing Supermap Software Co.,Ltd.",1997-06-18,2009-12-25,计算机 — 计算机应用,北京市朝阳区酒仙桥北路甲10号电子城IT产业园107号楼6层,GIS基础平台软件、应用平台软件的研发和销售，同时基于上述平台软件为客户提供各类定制软件增值服务，包括提供方案咨询、技术支持与技术开发服务及与GIS应用工程相关配套产品的销售服务。,86-010-59896167;86-010-59896000,"[""GIS软件"",""GIS软件配套产品""]",北京市,4.52亿元,1608535495446,www.supermap.com.cnwww.supermap.com,个人,计算机应用,300036.SZ,信息传输、软件和信息技术服务业,I,软件和信息技术服务业,65,16,0
"""5f4adeae2018c1179b9ddfc2""",300037,新宙邦,深圳创业板,1262908800000,0,覃九三、周达文、钟美红、郑仲天、张桂文、邓永红,13.90、7.68、6.06、5.69、3.16、1.46%,深圳新宙邦科技股份有限公司,2209,"Shenzhen Capchem Technology Co.,Ltd.",2002-02-19,2010-01-08,化工 — 化学制品,广东省深圳市坪山区昌业路新宙邦科技大厦,精细化学材料的研发、生产、销售和服务,86-0755-89924512,"[""电容器化学品"",""锂电池化学品"",""有机氟化学品"",""半导体化学品""]",广东省,4.11亿元,1608535503709,www.capchem.com,个人,化学制品,300037.SZ,制造业,C,化学原料及化学制品制造业,26,17,0
"""5f4adeae2018c1179b9ddfc3""",300038,数知科技,深圳创业板,1262908800000,0,张志勇、张敏,12.85、0.02%,北京数知科技股份有限公司,1909,"Beijing Shuzhi Technology Co.,Ltd",2004-09-10,2010-01-08,传媒 — 营销传播,北京市海淀区花园东路15号旷怡大厦7-9层,“信息基础设施投资运营”和“大数据+人工智能”业务,86-010-82054080,"[""智慧营销业务"",""数据智能应用与服务"",""智能通信物联网业务""]",北京市,11.72亿元,1608535507962,www.shuzhi.ai,个人,营销传播,300038.SZ,信息传输、软件和信息技术服务业,I,互联网和相关服务,64,10,0
"""5f4adeae2018c1179b9ddfc4""",300039,上海凯宝,深圳创业板,1262908800000,0,穆竟伟,17.62%,上海凯宝药业股份有限公司,1701,"Shanghai Kaibao Pharmaceutical Co.,Ltd",2000-04-12,2010-01-08,医药生物 — 中药Ⅱ,上海市奉贤区工业综合开发区程普路88号,"主要从事药品生产(小容量注射剂、片剂、硬胶囊剂、颗粒剂、合剂、糖浆剂、口服液、中药提车间),农副产品收购",86-021-37572069,"[""针剂"",""胶囊剂"",""片剂""]",上海市,10.46亿元,1608535510718,www.xykb.com,个人,中药Ⅱ,300039.SZ,制造业,C,医药制造业,27,15,2
"""5f4adeae2018c1179b9ddfc5""",300040,九洲集团,深圳创业板,1262908800000,0,李寅、赵晓红,18.99、14.43%,哈尔滨九洲集团股份有限公司,1076,"Harbin Jiuzhou Group Co.,Ltd.",1997-08-08,2010-01-08,电气设备 — 电气自动化设备,黑龙江省哈尔滨市松北区九洲路609号,电力电子成套设备及其配套的电控自动化产品的研发、制造、销售和服务。,86-0451-58771318,"[""高压变频系统"",""电气控制及自动化产品"",""直流电源系统"",""变压器产品"",""新能源业务"",""升压站"",""电力工程"",""发电收入""]",黑龙江省,3.75亿元,1608535514780,www.jez.com.cn,个人,电气自动化设备,300040.SZ,制造业,C,电气机械及器材制造业,38,14,6
"""5f4adeae2018c1179b9ddfc6""",300041,回天新材,深圳创业板,1262908800000,0,章锋,18.83%,湖北回天新材料股份有限公司,1262,"Hubei Huitian New Materials Co.,Ltd",1998-09-03,2010-01-08,化工 — 化学制品,湖北省襄阳市樊城区国家高新技术开发区航天路7号,胶粘剂、汽车制动液等精细化工产品的研究开发和生产销售,86-0710-3626888-8068;86-0710-3626888-8070,"[""有机硅胶"",""聚氨酯胶"",""其他胶类"",""非胶类""]",湖北省,4.31亿元,1608535518983,www.huitian.net.cn,个人,化学制品,300041.SZ,制造业,C,化学原料及化学制品制造业,26,18,5
"""5f4adeae2018c1179b9ddfc7""",300042,朗科科技,深圳创业板,1262908800000,0,,,深圳市朗科科技股份有限公司,424,"Netac Technology Co.,Ltd.",1999-05-14,2010-01-08,计算机 — 计算机设备,广东省深圳市南山区高新区南区高新南六道10号朗科大厦16、18、19层,闪存盘、移动硬盘、固态硬盘、存储卡等的研发、生产和销售,86-0755-2672-7600,"[""闪存应用产品"",""闪存控制芯片及其他"",""房屋租赁""]",广东省,2亿元,1608535527051,www.netac.com.cnwww.netac.com,,计算机设备,300042.SZ,制造业,C,计算机、通信和其他电子设备制造业,39,16,1
