code,area,percentage,isForeign
000166,中南地区,3.59%,0
000166,西北地区,4.5%,0
000166,西南地区,1.91%,0
000166,东北地区,1.07%,0
000166,华北地区,1.27%,0
000166,华东地区,15.37%,0
000166,境外子公司,2.08%,0
000166,境内子公司,40.41%,0
000166,本部,30.34%,0
000338,国外,37.86%,0
000338,国内,62.14%,0
000401,西北(陕西),9.05%,0
000401,其他(河南、湖南、山东、重庆),16.25%,0
000401,华北(北京、天津、河北、山西、内蒙),73.04%,0
000401,东北(辽宁、吉林、黑龙江),1.66%,0
000403,国内,100%,0
000413,中国境外,31.58%,0
000413,中国大陆,64.74%,0
000413,港澳台,3.67%,0
000425,外销,33%,0
000425,内销,67%,0
000428,其他(补充),1.25%,0
000428,吉林地区,4.63%,0
000428,湖南地区,94.12%,0
000498,其他(补充),12.36%,0
000498,中南地区,3.95%,0
000498,西北地区,-0.22%,0
000498,西南地区,3.64%,0
000498,东北地区,0.02%,0
000498,华北地区,0.67%,0
000498,华东地区,78.51%,0
000498,海外地区,1.06%,0
000507,国内,100%,0
000514,重庆,100%,0
000524,境外,69.32%,0
000524,广东省外,16.11%,0
000524,广东省内,10.75%,0
000524,港澳台地区,3.82%,0
000528,中国境外,15.41%,0
000528,中国境内,84.59%,0
000533,其他(补充),-0.9%,0
000533,国外,11.69%,0
000533,国内,89.22%,0
000541,外销,27.49%,0
000541,内销,72.51%,0
000551,其他(补充),-4.08%,0
000551,中南地区,5.47%,0
000551,西北地区,13.92%,0
000551,西南地区,11.6%,0
000551,东北地区,7%,0
000551,华北地区,25.05%,0
000551,华东地区,26.71%,0
000551,出口,14.33%,0
000582,国内,100%,0
000587,其他（补充）,0%,0
000587,华中地区,-0.3%,0
000587,西北地区,-4.59%,0
000587,西南地区,2.91%,0
000587,东北地区,-5.48%,0
000587,华南地区,-1.42%,0
000587,华北地区,79.12%,0
000587,华东地区,29.76%,0
000599,其他(补充),-5.34%,0
000599,国外,24.35%,0
000599,国内,80.99%,0
000607,中国,100%,0
000610,西安市,100%,0
000617,境内,78.64%,0
000617,境外,21.36%,0
000625,其他（补充）,11.41%,0
000625,国内,88.59%,0
000628,其他（补充）,0.07%,0
000628,境内,99.93%,0
000659,华中地区,1.9%,0
000659,西北地区,18.21%,0
000659,西南地区,17.69%,0
000659,东北地区,19.82%,0
000659,华南地区,11.36%,0
000659,华北地区,8.39%,0
000659,华东地区,10.34%,0
000659,国外地区,12.3%,0
000672,西部(新疆、宁夏),5.74%,0
000672,华东地区,94.26%,0
000673,海内,100%,0
000680,内部抵销数,-23.66%,0
000680,其他（补充）,10.15%,0
000680,国外片区,15.8%,0
000680,国内片区,97.72%,0
000681,境外,15.61%,0
000681,境内,84.39%,0
000690,广东省,100%,0
000700,国外,4.98%,0
000700,国内,95.02%,0
000708,其他(补充),-128.32%,0
000708,国外,81.7%,0
000708,国内,146.62%,0
000709,境外,4.34%,0
000709,中南地区,1.77%,0
000709,西北地区,0.1%,0
000709,西南地区,0.29%,0
000709,东北地区,0.59%,0
000709,华北地区,76.8%,0
000709,华东地区,16.1%,0
000710,境外,7.27%,0
000710,境内,92.73%,0
000713,国外,9.79%,0
000713,国内,90.21%,0
000719,国外,0.2%,0
000719,国内,99.8%,0
000750,抵消数,-4.59%,0
000750,总部及分公司,59.87%,0
000750,子公司及结构化主体,30.68%,0
000750,重庆市,0.05%,0
000750,浙江省,0.16%,0
000750,云南省,0.11%,0
000750,新疆维吾尔族自治区,0%,0
000750,四川省,0.15%,0
000750,上海市,0.81%,0
000750,陕西省,0.09%,0
000750,山西省,0.04%,0
000750,山东省,0.19%,0
000750,江苏省,0.01%,0
000750,湖南省,0.1%,0
000750,湖北省,0.02%,0
000750,河南省,0.03%,0
000750,贵州省,0.03%,0
000750,广西壮族自治区,11.11%,0
000750,广东省,0.66%,0
000750,福建省,0.09%,0
000750,北京市,0.36%,0
000750,安徽省,0.01%,0
000751,中国,100%,0
000758,境外,33%,0
000758,境内,67%,0
000760,中国境内,100%,0
000761,出口,9.54%,0
000761,中南,3.21%,0
000761,西北,0.2%,0
000761,东北,36.77%,0
000761,华北,11.52%,0
000761,华东,38.77%,0
000777,国内其他业务,0.3%,0
000777,国内毛坯销售,0.63%,0
000777,国内阀门销售,90.64%,0
000777,出口阀门销售,8.43%,0
000778,国外,5.59%,0
000778,国内,94.41%,0
000786,其他(补充),-0.39%,0
000786,国外,0.98%,0
000786,国内,49.71%,0
000786,其中:西部地区,10.07%,0
000786,其中:南方地区,20.54%,0
000786,其中：北方地区,19.09%,0
000792,国外,0.41%,0
000792,国内,99.59%,0
000796,华中地区,19.56%,0
000796,西北地区,6.07%,0
000796,华北地区,1.2%,0
000796,西南大区,10.32%,0
000796,其他(补充),-0.11%,0
000796,华南大区,9.31%,0
000796,华东大区,15.2%,0
000796,海外大区,4.15%,0
000796,东北大区,9.63%,0
000796,北京大区,24.67%,0
000797,重庆,0.13%,0
000797,香港,1.27%,0
000797,其他(补充),-3.09%,0
000797,江苏,21.7%,0
000797,福建省,4.96%,0
000797,非洲,30.19%,0
000797,东南亚,40.63%,0
000797,北京,4.21%,0
000798,国外,34.09%,0
000798,国内,65.91%,0
000801,境外,31.17%,0
000801,境内,68.83%,0
000807,国外,0.79%,0
000807,国内,99.21%,0
000825,国外,9.82%,0
000825,中南,6.08%,0
000825,西北,0.66%,0
000825,西南,2.14%,0
000825,东北,5.38%,0
000825,华北,52.69%,0
000825,华东,23.23%,0
000829,东区,4.73%,0
000829,西区,47.45%,0
000829,南区,10.59%,0
000829,海外,33.89%,0
000829,北区,3.34%,0
000830,国外,8.18%,0
000830,国内,91.82%,0
000833,其他（补充）,-32.06%,0
000833,华中,25.98%,0
000833,西南,49.75%,0
000833,华南,12.49%,0
000833,华北,8.2%,0
000833,华东,32.65%,0
000833,其他,0.12%,0
000833,出口,2.87%,0
000835,华东地区,100%,0
000837,其他（补充）,6.6%,0
000837,华中地区,4.81%,0
000837,西北地区,38.33%,0
000837,西南地区,4.29%,0
000837,东北地区,2.57%,0
000837,华南地区,6.37%,0
000837,华北地区,7.15%,0
000837,华东地区,26.93%,0
000837,国外地区,2.95%,0
000863,上海,58.09%,0
000863,其他地区,41.91%,0
000868,国外,10.55%,0
000868,国内,89.45%,0
000877,江苏,35.19%,0
000877,新疆,64.81%,0
000878,中国香港,1.67%,0
000878,中国大陆,98.33%,0
000881,中国境外,2.7%,0
000881,中国境内,97.3%,0
000885,河南地区,100%,0
000893,国外,100%,0
000898,其他（补充）,0.33%,0
000898,中国境内,97.29%,0
000898,出口,2.38%,0
000905,中国境内,100%,0
000911,广西区外,31.66%,0
000911,广西区内,68.34%,0
000917,其他,0.1%,0
000917,上海,8.57%,0
000917,湖南,33.97%,0
000917,广东,55.91%,0
000917,北京,1.44%,0
000922,其他(补充),5.34%,0
000922,国外,0.25%,0
000922,国内,94.4%,0
000928,国外,27.69%,0
000928,国内,72.31%,0
000930,国外,11.3%,0
000930,国内,88.7%,0
000932,其他(补充),0.35%,0
000932,国外,2.89%,0
000932,国内,96.76%,0
000935,西藏等地区,48.29%,0
000935,四川及贵州地区,51.44%,0
000935,北京地区,0.27%,0
000949,国外销售,33.47%,0
000949,国内销售,66.53%,0
000955,华南地区,0.75%,0
000955,华东地区,0.05%,0
000955,海南地区,28.05%,0
000955,国外地区,4.89%,0
000955,东北地区,0.37%,0
000955,中南地区,65.88%,0
000955,西南地区,-0%,0
000955,其他(补充),0%,0
000957,国外,39.08%,0
000957,国内,60.92%,0
000960,内部交易抵消,0%,0
000960,境外,3.55%,0
000960,境内,96.45%,0
000969,国外市场,40.49%,0
000969,国内市场,59.51%,0
000972,其他（补充）,101.16%,0
000972,国内,-1.16%,0
000976,境内,100%,0
000978,广西,100%,0
000998,国外,5.38%,0
000998,华中地区,29.19%,0
000998,西北地区,19.03%,0
000998,西南地区,1.67%,0
000998,东北地区,3.97%,0
000998,华南地区,7.72%,0
000998,华北地区,12.33%,0
000998,华东地区,20.71%,0
001965,华中地区,4.49%,0
001965,西北地区,16.5%,0
001965,西南地区,27.38%,0
001965,华南地区,15.14%,0
001965,华北地区,-1.14%,0
001965,华东地区,37.62%,0
002002,国外,0.67%,0
002002,华中,2.98%,0
002002,西北,20.37%,0
002002,西南,0.21%,0
002002,东北,0.12%,0
002002,华南,53.37%,0
002002,华北,19.64%,0
002002,华东,2.64%,0
002006,外销,19.54%,0
002006,内销,80.46%,0
002010,其他(补充),1.63%,0
002010,境外,11.75%,0
002010,境内,86.62%,0
002015,国内销售,100%,0
002019,国外,55.98%,0
002019,国内,44.02%,0
002027,华中,6.56%,0
002027,西南,11.77%,0
002027,华南,19.74%,0
002027,华北,20.28%,0
002027,华东,35.17%,0
002027,其他,6.48%,0
002031,国外,17.19%,0
002031,国内,82.81%,0
002037,新疆,3.28%,0
002037,四川,1.94%,0
002037,山西,5.16%,0
002037,山东,20.28%,0
002037,其他地区,6.11%,0
002037,河南,8.03%,0
002037,贵州,48.38%,0
002037,甘肃,6.82%,0
002041,其他(补充),0.95%,0
002041,北方,65.13%,0
002041,南方,33.93%,0
002042,其他（补充）,16.17%,0
002042,国内销售,53.84%,0
002042,出口销售,29.98%,0
002047,华中,8.87%,0
002047,西北,1.92%,0
002047,西南,13.79%,0
002047,东北,4.25%,0
002047,华南,29.49%,0
002047,华北,24.67%,0
002047,华东,12.56%,0
002047,海外,4.44%,0
002051,中国境外,43.58%,0
002051,中国境内,56.42%,0
002053,云南省外,12.46%,0
002053,云南省内,87.54%,0
002057,其他(补充),-21.12%,0
002057,境外,16.74%,0
002057,境内,104.37%,0
002060,其他地区,30.11%,0
002060,其他(补充),-1.1%,0
002060,湖南地区,14.31%,0
002060,广西地区,17.56%,0
002060,广东地区,39.13%,0
002061,境外,4.95%,0
002061,境内,95.05%,0
002068,国外,36.06%,0
002068,国内,96.52%,0
002068,其他(补充),-32.57%,0
002071,海外,1.34%,0
002071,大陆,98.66%,0
002073,国外,30.38%,0
002073,国内,69.62%,0
002075,其他(补充),-38.48%,0
002075,国外,1.19%,0
002075,华中地区,1.55%,0
002075,东北地区,0.18%,0
002075,华南地区,8.69%,0
002075,华北地区,1.75%,0
002075,华东地区,124.22%,0
002075,其他地区,0.9%,0
002078,境外销售,6.32%,0
002078,境内销售,93.68%,0
002079,中国大陆以外的国家或地区,46.78%,0
002079,中国大陆,53.36%,0
002079,其他（补充）,-0.14%,0
002080,其他(补充),-3.98%,0
002080,国外,7.93%,0
002080,华中区,7.76%,0
002080,西北区,16.2%,0
002080,西南区,7.56%,0
002080,东北区,22%,0
002080,华南区,8.66%,0
002080,华北区,12.11%,0
002080,华东区,21.77%,0
002084,国外,49.54%,0
002084,国内,50.46%,0
002087,国外,4.35%,0
002087,国内,95.65%,0
002092,其中:西南,5.66%,0
002092,其中:西北,0.6%,0
002092,其中:疆内,18.49%,0
002092,其中:华中,6.74%,0
002092,其中:华南,11.32%,0
002092,其中:华东,7.69%,0
002092,其中:华北,0.65%,0
002092,其中:东北,0.59%,0
002092,其中:出口,2.76%,0
002092,国外,2.76%,0
002092,国内,42.74%,0
002095,内销,100%,0
002097,国内市场,82.51%,0
002097,国际市场,17.49%,0
002102,其他(补充),2.87%,0
002102,境外,52.63%,0
002102,境内,44.5%,0
002103,国外,55.2%,0
002103,国内,44.8%,0
002104,其他(补充),-0.61%,0
002104,西北地区,2.49%,0
002104,西南地区,4.72%,0
002104,东北地区,5.01%,0
002104,华北地区,22.17%,0
002104,华东地区,49.56%,0
002104,其他地区,10.68%,0
002104,境外地区,5.97%,0
002110,其他（补充）,0.69%,0
002110,其他省份,17.42%,0
002110,福建省,81.89%,0
002112,国外销售,2.33%,0
002112,国内销售,97.67%,0
002116,境外,20.53%,0
002116,境内,79.47%,0
002120,西南大区,3.83%,0
002120,西北大区,1.56%,0
002120,物料销售收入与其他收入,7.39%,0
002120,华中大区,5.66%,0
002120,华南大区,13.33%,0
002120,华东大区,55.43%,0
002120,华北大区,10.56%,0
002120,东北大区,2.24%,0
002131,国外,31.22%,0
002131,国内,68.78%,0
002135,其他(补充),-26.82%,0
002135,境外,0.26%,0
002135,境内,126.56%,0
002140,其他(补充),-0%,0
002140,境外,16.73%,0
002140,中南,9.65%,0
002140,西北,26.19%,0
002140,西南,16.89%,0
002140,东北,0.52%,0
002140,华北,18.35%,0
002140,华东,11.67%,0
002149,其他（补充）,-3.71%,0
002149,境外,-0.47%,0
002149,境内,104.19%,0
002150,其他(补充),1.3%,0
002150,境外业务,76.57%,0
002150,境内业务,22.13%,0
002151,西南地区,13.12%,0
002151,西北地区,13.53%,0
002151,其他(补充),-1.88%,0
002151,华中地区,10.85%,0
002151,华南地区,10.9%,0
002151,华东地区,14.18%,0
002151,华北地区,21.67%,0
002151,港澳台及海外地区,15.8%,0
002151,东北地区,1.82%,0
002152,国内,83.9%,0
002152,国际,16.1%,0
002163,其他(补充),1.18%,0
002163,内部抵消数,0.69%,0
002163,国内,73.35%,0
002163,出口,24.78%,0
002164,其他（补充）,3.42%,0
002164,海外地区,2.24%,0
002164,大陆地区,94.33%,0
002165,国外,31.69%,0
002165,国内,68.31%,0
002169,－其他地区,-1.38%,0
002169,－华南地区,86.11%,0
002169,－华东地区,8.14%,0
002169,－北方地区,7.13%,0
002186,抵消,100.25%,0
002186,华中,-5.32%,0
002186,西北,-33.06%,0
002186,西南,-7.02%,0
002186,东北,-7.41%,0
002186,华北,46.81%,0
002186,华东,5.75%,0
002189,境外,20.53%,0
002189,境内,79.47%,0
002203,其他(补充),-634.65%,0
002203,境外销售,296.54%,0
002203,境内销售,438.1%,0
002204,境外,22.84%,0
002204,境内,77.16%,0
002207,国外,2.89%,0
002207,国内,97.11%,0
002212,其他(补充),-18.29%,0
002212,境外,0.87%,0
002212,华中地区,5.98%,0
002212,西北地区,4.08%,0
002212,西南地区,6.47%,0
002212,东北地区,2.24%,0
002212,华南地区,53.02%,0
002212,华北地区,32.54%,0
002212,华东地区,13.09%,0
002217,其他(补充),-5.29%,0
002217,境外销售,52.07%,0
002217,境内销售,53.22%,0
002218,内销,71.16%,0
002218,出口,28.84%,0
002225,海外销售,18.52%,0
002225,国内销售,81.48%,0
002226,华中,18.41%,0
002226,西北,34.52%,0
002226,西南,12.04%,0
002226,华北,15.71%,0
002226,华东,21.73%,0
002226,其他(补充),-2.4%,0
002227,国内,100%,0
002230,华中地区,7.89%,0
002230,西北地区,7.18%,0
002230,西南地区,10.6%,0
002230,东北地区,2.31%,0
002230,华南地区,9.6%,0
002230,华北地区,15.62%,0
002230,华东地区,45.27%,0
002230,国外地区,1.53%,0
002246,其他(补充),-0.42%,0
002246,西南片区,9.96%,0
002246,西北片区,4.29%,0
002246,华南片区,24.22%,0
002246,华东片区,10.63%,0
002246,华北片区,46.86%,0
002246,国外市场,4.47%,0
002248,其他(补充),-8.67%,0
002248,中南地区,11.24%,0
002248,西北地区,5.55%,0
002248,西南地区,11.27%,0
002248,东北地区,5.88%,0
002248,华北地区,38.38%,0
002248,华东地区,29.32%,0
002248,国外地区,7.02%,0
002249,中国境外,58.08%,0
002249,中国境内,41.92%,0
002256,国外,10.16%,0
002256,国内,89.84%,0
002266,境外,-0.62%,0
002266,境内,100.62%,0
002276,华东地区,45.6%,0
002276,其他地区,22.75%,0
002276,其他(补充),2.56%,0
002276,华中地区,9.43%,0
002276,华南地区,10.53%,0
002276,华北地区,9.13%,0
002294,其他（补充）,0.02%,0
002294,华南地区,19.46%,0
002294,华北地区,33.24%,0
002294,华东地区,27.71%,0
002294,其他地区,19.57%,0
002297,其他(补充),15.03%,0
002297,国外地区,10.55%,0
002297,国内地区,74.42%,0
002303,其他(补充),9.63%,0
002303,国内销售,57.42%,0
002303,出口销售,32.95%,0
002307,国外,4.17%,0
002307,国内,95.83%,0
002312,国外,10.25%,0
002312,国内,89.75%,0
002314,华中地区,4.22%,0
002314,西北地区,2.02%,0
002314,西南地区,5.96%,0
002314,华南地区,18.24%,0
002314,华北地区,10.83%,0
002314,华东地区,47.49%,0
002314,境外地区,11.24%,0
002315,境外(含港澳台),5.55%,0
002315,华南地区,20.88%,0
002315,华东地区,58.76%,0
002315,大陆其他地区,14.81%,0
002323,国外,8.81%,0
002323,国内,91.19%,0
002325,境外,4.25%,0
002325,华中,18.15%,0
002325,西北,3.08%,0
002325,西南,8.27%,0
002325,东北,8.69%,0
002325,华南,15.91%,0
002325,华北,24.77%,0
002325,华东,17.01%,0
002325,其他(补充),-0.13%,0
002329,西南地区,72.03%,0
002329,其他地区,27.97%,0
002331,安徽省外,41.22%,0
002331,安徽省内,58.78%,0
002335,国外,7.81%,0
002335,国内,92.19%,0
002337,其他(补充),-11.99%,0
002337,国内销售,83.71%,0
002337,出口销售,28.28%,0
002340,国外,22.15%,0
002340,国内,77.85%,0
002341,外销收入,1.49%,0
002341,内销收入,98.51%,0
002342,其他业务,2.19%,0
002342,内销,84.02%,0
002342,出口,13.79%,0
002348,其他（补充）,-1.09%,0
002348,国内,67.17%,0
002348,其他,4.29%,0
002348,亚洲,12.82%,0
002348,香港,1.09%,0
002348,欧盟,9.61%,0
002348,美国,3.73%,0
002348,拉丁,2.38%,0
002352,速运物流及供应链 -中南,12.97%,0
002352,速运物流及供应链 -华西,7.96%,0
002352,速运物流及供应链 -华南,26.72%,0
002352,速运物流及供应链 -华东,27.19%,0
002352,速运物流及供应链 -华北,20.84%,0
002352,速运物流及供应链 -海外,1.02%,0
002352,速运物流及供应链 -港澳,1.98%,0
002352,商业销售及其他,1.32%,0
002353,国外,23.29%,0
002353,国内,76.71%,0
002354,境外,20.05%,0
002354,境内,79.95%,0
002359,通信板块华南,64.43%,0
002359,通信板块华东,26.1%,0
002359,通信板块华北,26.25%,0
002359,铁塔板块外销,-0.13%,0
002359,铁塔板块内销,-12.82%,0
002359,其他收入内销,-5.21%,0
002359,其他(补充),1.4%,0
002360,国外,0.78%,0
002360,国内,11.55%,0
002360,省外,10.45%,0
002360,省内,77.22%,0
002361,其他(补充),-2.8%,0
002361,国外,14.33%,0
002361,国内,88.47%,0
002362,其他(补充),4.01%,0
002362,华中,1.89%,0
002362,西北,0.6%,0
002362,西南,0.59%,0
002362,东北,0.51%,0
002362,华南,10.03%,0
002362,华北,13.75%,0
002362,华东,6.16%,0
002362,海外,62.47%,0
002366,国外地区,830.01%,0
002366,国内地区,-730.01%,0
002367,其他(补充),1.12%,0
002367,中南地区,24.51%,0
002367,西北地区,4.78%,0
002367,西南地区,15.54%,0
002367,东北地区,1.78%,0
002367,华北地区,10.51%,0
002367,华东地区,36.67%,0
002367,海外地区,5.09%,0
002372,其他(补充),-4.85%,0
002372,华中地区,10.22%,0
002372,东北地区,10.28%,0
002372,华南地区,5.65%,0
002372,华北地区,17.9%,0
002372,华东地区,45.06%,0
002372,西部地区,10.25%,0
002372,出口,5.48%,0
002375,中南,4.35%,0
002375,西北,20.05%,0
002375,西南,25.61%,0
002375,东北,3.22%,0
002375,华北,16.2%,0
002375,华东,30.57%,0
002376,国外,32.13%,0
002376,国内,67.87%,0
002383,其他(补充),-2.49%,0
002383,华中地区,6.16%,0
002383,西北地区,8.03%,0
002383,华北地区,7.75%,0
002383,华东地区,25.49%,0
002383,西南地区,4.52%,0
002383,华南地区,14.11%,0
002383,海外市场,33.76%,0
002383,东北地区,2.66%,0
002386,其他(补充),-1.4%,0
002386,西南地区,17.21%,0
002386,华东地区,4.16%,0
002386,西北地区,16.49%,0
002386,华中地区,5.66%,0
002386,华南地区,32.69%,0
002386,华北地区,12.79%,0
002386,国外,5.81%,0
002386,东北地区,6.59%,0
002394,其他(补充),5692.63%,0
002394,其他,-501.1%,0
002394,日本,-73.26%,0
002394,欧洲,-1197.82%,0
002394,美国,-1237.05%,0
002394,国内销售,-2583.39%,0
002398,其他(补充),-0.08%,0
002398,中南地区,13.18%,0
002398,华中地区,0.15%,0
002398,西北地区,14.39%,0
002398,西南地区,16.93%,0
002398,华北地区,1.74%,0
002398,华东地区,51.4%,0
002398,国外地区,2.28%,0
002401,华中地区,2.23%,0
002401,西北地区,41.18%,0
002401,西南地区,10.83%,0
002401,东北地区,0.69%,0
002401,华南地区,2.79%,0
002401,华北地区,10.15%,0
002401,华东地区,31.25%,0
002401,境外地区,0.89%,0
002409,国外销售,56.27%,0
002409,国内销售,43.73%,0
002424,其他(补充),-0.16%,0
002424,中南片区,10.79%,0
002424,西南片区,25.51%,0
002424,西北片区,10.26%,0
002424,华南片区,11.3%,0
002424,华东片区,13.18%,0
002424,华北片区,20.5%,0
002424,东北片区,8.62%,0
002425,境外,32.79%,0
002425,境内,67.21%,0
002433,其他（补充）,6.74%,0
002433,华中区域,5.53%,0
002433,西北区域,10.92%,0
002433,西南区域,14.16%,0
002433,东北区域,13.31%,0
002433,华南区域,14.86%,0
002433,华北区域,21.93%,0
002433,华东区域,12.42%,0
002433,境外地区,0.12%,0
002443,国外地区,0.06%,0
002443,国内地区,99.94%,0
002447,其他(补充),238.09%,0
002447,境外,-1.9%,0
002447,境内,-136.19%,0
002449,国外,10.99%,0
002449,国内,89.01%,0
002451,华中,10.89%,0
002451,西南,33.11%,0
002451,东北,1.85%,0
002451,华南,5.08%,0
002451,华北,16.38%,0
002451,华东,8.78%,0
002451,其他,-1.4%,0
002451,类金融收入,21.34%,0
002451,不良资产处置服务,3.99%,0
002455,国外销售,27.41%,0
002455,国内销售,72.59%,0
002457,华中地区,2.83%,0
002457,西北地区,86.29%,0
002457,华北地区,7.73%,0
002457,华东地区,3.15%,0
002467,中国大陆外,55.26%,0
002467,中国大陆内,44.74%,0
002468,西南大区,4.12%,0
002468,西北大区,0.68%,0
002468,华中大区,8.06%,0
002468,华南大区,31.58%,0
002468,华东大区,44.65%,0
002468,华北大区,7.82%,0
002468,海外,0.08%,0
002468,东北大区,3.01%,0
002469,国内,100%,0
002474,华中,22.28%,0
002474,华南,34.66%,0
002474,华北,26.79%,0
002474,华东,12.46%,0
002474,其他,3.81%,0
002483,外销,35.05%,0
002483,内销,64.95%,0
002486,外销,84.64%,0
002486,内销,15.36%,0
002498,境外,5.36%,0
002498,中南地区,13.32%,0
002498,西北地区,14.48%,0
002498,西南地区,10.82%,0
002498,东北地区,6.55%,0
002498,华北地区,13.67%,0
002498,华东地区,35.79%,0
002504,华中,7.35%,0
002504,西北,4.37%,0
002504,西南,8.7%,0
002504,东北,7.7%,0
002504,华南,1.89%,0
002504,华北,57.18%,0
002504,华东,12.82%,0
002505,分部间抵销,-0.18%,0
002505,其他（补充）,3.1%,0
002505,境内,6.38%,0
002505,新西兰,2.58%,0
002505,香港,0%,0
002505,缅甸,7.29%,0
002505,巴西,80.83%,0
002506,国内,36.66%,0
002506,海外,63.34%,0
002512,国外销售,7.76%,0
002512,国内销售,92.24%,0
002514,国外,23.13%,0
002514,国内,76.87%,0
002520,其他(补充),-1.61%,0
002520,国外销售主营业务收入,79.2%,0
002520,国外销售其他业务收入,0.14%,0
002520,国内销售主营业务收入,19.15%,0
002520,国内销售其他业务收入,3.12%,0
002527,境外,8.11%,0
002527,境内,91.89%,0
002529,国外,14.85%,0
002529,国内,85.15%,0
002534,外销,15.14%,0
002534,内销,84.86%,0
002537,国内,96.93%,0
002537,国外(含国内保税区),3.07%,0
002539,其他(补充),3.02%,0
002539,华中地区,46.34%,0
002539,西南地区,14.16%,0
002539,华南地区,11.89%,0
002539,华东地区,14.94%,0
002539,其他地区,9.65%,0
002540,其他(补充),3.04%,0
002540,国内销售,81.33%,0
002540,出口销售,15.63%,0
002542,中南,14.16%,0
002542,西南,34.05%,0
002542,西北,10.69%,0
002542,境外,5.01%,0
002542,华东,9.76%,0
002542,华北,25.98%,0
002542,东北,0.35%,0
002543,国内销售(非主营销售),3.07%,0
002543,国内销售,69.57%,0
002543,出口销售,27.36%,0
002544,境外,5.87%,0
002544,华中,19.53%,0
002544,西北,5.95%,0
002544,西南,8.49%,0
002544,东北,0.71%,0
002544,华南,22.44%,0
002544,华北,19.46%,0
002544,华东,17.55%,0
002545,国外,43.56%,0
002545,国内,56.44%,0
