name,code,sentence
谭嘉因,002616,"中国香港公开大学、中国香港高等教育科技学院校董,欧洲管理发展基金会校董会会员"
俞伟峰,002615,1996年至1998年任加拿大列桥大学副教授
俞伟峰,002615,1998年至1999年任加拿大皇后大学副教授
陈九飞,002621,英国莱斯特大学金融经济专业硕士
陈万兵,002627,"中共党员,大学专科"
林明波,002634,"林明波先生,1980年9月出生,中国国籍,无境外永久居留权,本科学历,澳大利亚堪培拉大学在读金融学硕士"
史旭松,002623,"史旭松先生:1975年出生,中国国籍,无境外永久居留权,江苏省常州市电子大学专科"
陈红,002630,"陈红女士,中国国籍,无永久境外居留权,1986年11月出生,大学专科学历"
陈玲,002639,大学专科学历
林云珍,002639,大学专科学历
刘瑞,002649,"刘瑞先生,1970年出生,中国国籍,博士学位,副教授,1995年至今就职于北京航天航空大学计算机学院"
蒋小红,002650,"蒋小红:女,1975年出生,中国国籍,无境外永久居留权,大学专科学历"
杨全科,002646,"杨全科先生:中国国籍,无境外永久居留权,生于1972年10月,毕业于青海省广播电视大学"
尹红,002651,"1989年7月毕业于武汉工业大学机械设计及制造专业,2002年10月加入成都利君实业股份有限公司,先后担任公司技术中心机械研究所所长、设计院院长、生产部部长、物流部部长,现任技术中心主任工程师,公司第三届监事会监事"
王立彦,002655,"(3)青海玉树地震灾后支教,共青团北京市委“2010年度首都大学生暑期社会实践先进工作者”"
王凌秋,002658,1986年7月毕业于湖北广播电视大学机械设计制造专业
顾凌云,002657,"顾凌云,男,中国国籍,美国永久居留权,1976年出生,美国卡内基梅隆大学计算机科学专业,博士学历"
焦金增,002665,"焦金增先生,出生于1971年5月,中国籍,无境外永久居留权,大学专科学历、工程师"
李坚,002665,"李坚先生,出生于1973年,中国籍,无境外永久居留权,大学专科学历"
尹巍,002664,"尹巍先生:中国国籍,无境外居留权,1981年4月出生,加拿大麦吉尔大学管理学专业毕业,学士学位,台州市椒江区第八届人大代表"
孙展鹏,002668,"孙展鹏:1978年3月出生,中国国籍,无境外永久居留权,拥有工商管理硕士学位,现任亚马逊AWS中国大学关系与合作负责人"
栾兰,002673,"2012年4月-2014年4月,在中国香港公开大学工商管理硕士专业学习,硕士学位(在职攻读)"
荆学亮,002673,"2009年9月-2011年12月,在中国香港公开大学工商管理硕士专业学习,硕士学位(在职攻读)"
何艮,002696,"2004-2009年间在美国洛克菲勒大学诺贝尔奖获得者PaulGreengard教授研究团队从事博士后研究,后被聘为副研究员"
易泽喜,002696,"易泽喜先生:中国国籍,无境外永久居留权,1969年出生,大学专科学历,高级经济师"
陈光伟,002689,"陈光伟先生,中国国籍,无境外永久居留权,1968年4月出生,中共党员,毕业于沈阳有色冶金机械总厂职工大学机械制造工艺及设备专业,大专学历,高级工程师"
刘阿娜,002691,"刘阿娜女士,中国国籍,无境外永久居留权,1981年出生,美国俄克拉荷马市立大学工商管理硕士"
周原,002701,"周原先生:中国籍,澳大利亚永久居留权,1987年出生,澳大利亚莫纳什大学毕业,迪肯大学国际金融硕士学位"
吴文诚,002701,"吴文诚先生:中国香港,英国永久居留权,1960年出生,硕士学位,毕业于英国纽卡斯尔大学"
朱航,002700,"1991年7月至1997年10月武汉工业大学材料科学与工程系政治辅导员,学生工作办公室主任"
朱航,002700,"1997年11月至2000年5月武汉工业大学团委组织部长,副书记"
曾华伟,002699,毕业于美国加州圣荷西大学
张云峰,002700,"1993年9月-1997年6月,武汉工业大学材料科学与工程专业学习,本科学历,工业分析学士学位"
丁发晖,002706,"丁发晖先生:男,1967年10月出生,中国籍,大学专科,1992-2000年3月在天水213机床电器厂工作,先后担任设计员、深圳天庆电器实业有限公司销售经理,2000年4月至今在上海良信电器股份有限公司工作,先后担任营销经理、品质经理、营销总监,现担任公司董事,兼任公司总裁助理"
毕国栋,002711,"现任职于美国爱荷华州玛赫西管理大学亚美研究院首席易学专家教授,以努力于弘扬中国传统文化及加强两国之间的文化交流"
金李青,002712,"1994年出生,中国国籍,无境外居留权,大学专科学历"
黄卫宁,002719,"1997年获得美国堪萨斯州立大学博士学位,2001年获美国AACCInternational年轻科学家奖殊荣,1998-2001曾任美国烘焙研究院烘焙化学科学家"
蒲忠杰,002721,"曾任北京钢铁研究总院高级工程师,美国佛罗里达国际大学研究助理,美国WP医疗科技公司技术副总经理"
谢培根,002729,"谢培根:中国籍中国香港永久居民,男,1964年出生,美国东北路易斯安那大学工商管理硕士学位"
李桂生,002728,"李桂生,1973年10月出生,中国国籍,无境外居留权,研究生学历,经济学硕士、大学讲师"
徐新雄,002740,"徐新雄:男,1974年出生,中国国籍,无境外永久居留权,中共党员,在职本科学历,毕业于福建广播大学法学专业"
魏云峰,002738,"魏云峰,男,中国国籍,无境外永久居留权,1962年9月出生,大学专科,会计师"
庄万福,002749,"庄万福女士,1963年7月生,中国国籍,无永久境外居留权,大学专科学历,中级会计师,国际注册管理会计师,西南财大EMBA在读"
樊艳丽,002750,"樊艳丽,女,1975年出生,中国国籍,无境外居留权,大学专科学历"
完海鹰,002743,担任国内主要专业学术期刊和大学学报审稿人
陈青,002743,"陈青先生,1954年9月出生,中国国籍,无永久境外居留权,中国澳门亚洲公开大学工商管理硕士,研究生学历"
周晓南,002750,"周晓南,男,1959年出生,中国国籍,拥有中国香港永久居留权,大学专科学历"
刘梦龙,002751,"刘梦龙先生,1955年出生,中国国籍,无境外永久居留权,大学专科学历"
许燕佩,002751,"许燕佩女士,1990年2月出生,中国国籍,无境外永久居留权,大学专科学历"
韩涛,002755,"韩先生具有会计师职称,于2002年毕业于江苏广播电视大学财务会计专业"
姚作为,002757,"1999年5月至2001年2月,兼任亚洲(中国澳门)国际公开大学硕士生导师"
袁林,002765,历任四川省政法管理干部学院教师、四川广播电视大学副教授、教授及副处长、重庆市高级人民法院庭长助理
李光金,002777,"1997.09--2001.08在四川联合大学管理工程系工作,并担任系科研秘书,1998年12月晋升副教授"
柯潇,002773,"柯潇先生,1983年11月出生,中国国籍,无境外居留权,美国旧金山大学理学学士,曾任成都康弘药业集团股份有限公司总裁助理兼市场部副总监"
李义江,002776,"李义江,男,1954年8月生,大学专科学历,机械工程师"
杨征,002780,美国密苏里大学理学硕士
杨征,002780,美国圣母大学理学硕士
刘珊,002789,"刘珊女士,中国国籍,无境外永久居留权,出生于1988年,英国普利茅斯大学工商管理本科学历"
闫桂林,002791,"闫桂林,公司董事,男,中国国籍,无境外居留权,1969年出生,大学专科"
詹美连,002791,"詹美连,公司监事,女,中国国籍,无境外居留权,1976年出生,大学专科"
尚德岭,002791,"尚德岭,公司监事会主席,男,中国国籍,无境外居留权,1969年出生,大学专科"
晁静婷,002792,"晁静婷,女,1984年9月出生,中国国籍,无永久境外居留权,英国卡迪夫Cardiff大学(CardiffUniversity)硕士学历"
张德凯,002791,"张德凯:公司副总裁,男,中国国籍,无境外居留权,1970年出生,大学专科"
许霞,002793,"1990年7月至1993年12月,任江阴职工大学校办厂财务科长"
杜万明,002791,"杜万明:公司总工程师,男,中国国籍,无境外居留权,1961年出生,大学专科,高级工程师职称"
胡雅琴,002801,"历任浙江省电子技术研究所技术员、浙江省电子工业学校实验中心秘书、浙江树人大学信息科技学院办公室主任等职,现为公司董事兼董事会秘书,杭州市余杭区政协委员"
相征,002799,"主要工作经历:1990年8月至2000年12月,任空军工程大学教师"
邵国新,002801,"邵国新先生:男,1968年出生,中国国籍,无境外居留权,大学专科学历"
王海灵,002800,"王海灵先生,中国国籍,无境外永久居留权,出生于1969年4月,2006年11月毕业于法国国立科学与艺术大学工商管理硕士(国际物流战略规划设计),硕士学位,副教授"
李建康,002808,2014年5月至今在苏州市职业大学任教
钟芳琴,002801,"钟芳琴,公司财务负责人,女,1970年出生,中国国籍,中共党员,无境外居留权,大学专科学历,会计师"
项洪伟,002802,"项洪伟先生,1967年1月出生,中国国籍,无境外永久居留权,大学专科学历,无锡市锡山区第三、第四届政协委员,无锡市第十四届政协委员"
李晓华,002812,"1993年2月毕业于UniversityofMassachusetts大学高分子材料专业,1993年至1996年,任职于美国World-PakCorporation"
李晓明,002812,"1982年加入中国昆明塑料研究所,从1984年至1989年任副所长,1992年12月毕业于美国Universityof Massachusetts大学高分子材料专业,1992年至1995年任美国Inteplast Corporation技术部经理,1996年4月起至今,历任红塔塑胶副总经理、总经理、副董事长、董事长,德新纸业董事长、总经理,成都红塔董事长等职务"
俞翔,002801,"俞翔女士:女,1967年出生,中国国籍,民建会员,无境外居留权,高级工程师,大学专科学历"
华李康,002802,"华李康先生,1967年12月出生,中国国籍,无境外永久居留权,大学专科学历,工程师(化工类)、注册安全工程师"
郑大伟,002819,"郑大伟先生:1978年10月出生,中国国籍,无境外永久居留权,工程师,大学专科学历"
刘春秀,002828,"刘春秀,女,1971年5月出生,大学专科学历,中国注册会计师、中国注册税务师"
陈伟儿,002842,"陈伟儿,女,中国国籍,无境外永久居留权,1985年1月出生,英国威尔士班戈大学会计金融专业毕业,本科学历"
朱俭勇,002840,"朱俭勇先生,公司董事,1967年出生,大学专科学历,中国国籍,无境外永久居留权"
郑杰,002855,"郑杰,男,1962年出生,中国香港籍,毕业于日本大学理工学部数理统计研究生班,研究生学历"
李松峰,002856,"李松峰,男,中国国籍,无境外永久居留权,1975年8月出生,大学专科学历,毕业于郑州粮食学院建筑工程管理专业,一级注册建造师、高级工程师、深圳市装饰行业专家,深圳市美芝装饰设计工程股份有限公司副总经理"
赵晓群,002855,曾任重庆7.21大学教师
简宝良,002864,"大学专科学历,药剂师"
张志红,002864,"大学专科学历,主管药师"
单国华,002866,"单国华先生:1961年8月出生,中国国籍,无境外居留权,大学专科学历,会计师职称"
张玉兵,002866,"张玉兵先生:1972年5月出生,中国国籍,无境外居留权,大学专科学历"
陈桂林,002866,"陈桂林先生:1977年6月出生,中国国籍,无境外居留权,大学专科学历"
许小丽,002866,"许小丽,女,中国国籍,无境外永久居留权,1982年1月出生,大学专科学历"
刘咏平,002869,"博士研究生毕业于英国贝尔法斯特女王大学(TheQueen'sUniversityofBelfast),电子工程专业"
罗建光,002873,2013年5月至2014年5月任美国亚利桑那大学(UniversityofArizona)访问学者
曾美容,002884,"1996年至2007年,在阳春市电视大学任教师"
谢光元,002885,"谢光元,男,1972年12月出生,中国国籍,无境外永久居留权,大学专科学历"
肖超盛,002884,"1996年至2006年,在阳春市广播电视大学任级长"
程扬,002885,"程扬,男,1959年11月出生,中国国籍,无境外永久居留权,大学专科学历,工程师"
鞠万金,002885,"鞠万金先生,男,1972年12月出生,中国国籍,无境外永久居留权,大学专科学历,工程师"
何世平,002885,"何世平,男,1977年11月出生,中国国籍,无境外永久居留权,大学专科学历"
吕小荣,002885,"吕小荣,男,1975年2月出生,中国国籍,无境外永久居留权,大学专科学历"
林志雄,002901,"2003年4月至2004年6月,前往日本国立千叶大学骨科研究室进修并获得日本国立千叶大学医学部博士入学资格"
游雪丹,002907,"游雪丹女士毕业于加拿大曼尼托巴大学(UniversityofManitoba),商科荣誉学士"
徐文静,002913,"1990年4月至1992年4月,曾在日本宫崎大学进修农学专业"
陈永坚,002911,陈永坚先生现为中国香港管理专业协会荣誉主席、中国城市燃气协会副理事长、中国香港特别行政区政府司法人员薪俸及服务条件常务委员会之委员及中国香港教育大学基金董事会委员
陈永坚,002911,"陈永坚先生获中国香港教育学院(现称为中国香港教育大学)颁授荣誉院士,亦为英国认许工程师、英国能源学会荣誉资深会员、中国香港工程师学会、英国机械工程师学会、英国燃气专业学会之资深会员及国际管线专业学会荣誉院士"
王龙基,002916,"王龙基先生,1940年6月出生,中国国籍,无境外永久居留权,大学专科,高级工程师"
涂伟萍,002909,1982年3月至1986年8月在江西工业大学化工系任教
何为,002913,"1990年9月至1992年9月,赴意大利佛罗伦萨大学化学系电化学实验室做访问学者"
何为,002913,"2000年11月至2001年12月,任意大利佛罗伦萨大学化学系客座教授"
徐开宇,002907,"徐开宇,男,汉族,1966年9月出生,大学专科学历,助理会计师,曾任四川省自贡凉高山水泵厂会计、四川省泸州宝光药业有限公司地区经理、成都康弘药业有限公司销售主管"
YuxunWang,002907,"曾任上海迪诺医药科技有限公司副总裁、美国Metamark Genetics,Inc.研发副总监、南卡罗来纳大学制药与生物医学科学系助理教授(终身制)、世界五百强企业美国制药巨头默沙东(Merck&CoInc.)高级研发生物学家、药明康德新药开发股份有限公司肿瘤部高级主任等"
邓志春,002907,"邓志春,女,汉族,1964年1月出生,大学专科学历,1982年11月至2012年12月在四川省泸州市古蔺县畜牧局工作,2012年12月加入重庆华森制药股份有限公司,历任会计、资金主管,现任重庆华森制药股份有限公司资金主管"
张玲,002907,"张玲,女,汉族,1985年4月出生,大学专科学历,曾于重庆易爱登科技有限公司、广东万家乐燃气具有限公司重庆办事处、重庆市伟联电器有限公司从事行政、销售及采购相关工作,2014年6月加入重庆华森制药股份有限公司,现任重庆华森制药股份有限公司内务部经理助理"
周亚超,002918,"周亚超先生,男,1976年出生,中国国籍,无境外居留权,亚洲(中国澳门)国际公开大学工商管理硕士"
黄淑莲,002918,"黄淑莲女士:女,1982年出生,中国国籍,无境外居留权,企业管理专业,大学专科学历"
陈峰,002918,"陈峰先生:男,1963年出生,中国国籍,无境外居留权,毕业于广西广播电视大学金融专业,大学专科学历"
程银春,002918,"程银春先生:男,1966年出生,中国国籍,无境外居留权,毕业于安徽财贸学院,大学专科学历,注册会计师,注册税务师,并已取得中国证监会认可的独立董事资格证书"
陈莉莉,002932,2006年7月至2008年7月就读德国海德堡大学医学博士
王颖,002932,2006年7月至2008年7月在德国海德堡大学从事博士后研究工作
王颖,002932,"2008年7月至今任武汉明德生物科技股份有限公司副总经理,期间在美国杜兰大学医学中心从事博士后研究工作"
杨英丽,002935,"杨英丽女士:监事,1971年3月出生,中国国籍,无境外永久居留权,大学专科学历"
王宪榕,002925,"王宪榕女士:女,1952年1月生,大学专科学历"
李三生,002928,"李三生先生,中国国籍,无境外永久居留权,出生于1974年4月出生,大学专科学历"
李三生,002928,1998年8月至1999年3月在昆明大学旅行社工作
柳成兴,002928,"柳成兴先生,中国国籍,无境外永久居留权,出生于1973年3月,大学专科学历,注册会计师、国际注册内部审计师"
沈庆芳,002938,"沈庆芳先生:1952年生,中国台湾籍,无其他境外永久居留权,毕业于中国台湾中国文化大学企业管理系,获学士学位"
范振坤,002938,"范振坤先生:1955年生,中国台湾籍,无其他境外永久居留权,毕业于万能工业技艺专科学校电子工程系,获学士学位,后获得美国密拉玛大学国际企业管理硕士学位"
钟佳宏,002938,"钟佳宏先生:1976年出生,中国台湾籍,无其他境外永久居留权,毕业于南台科技大学电子科,2003年至2006年任职中国台湾嘉联益,任国外业务代表"
李红梅,002946,"李红梅女士:1971年出生,中国国籍,无境外永久居留权,大学毕业,注册税务师、会计师"
薛升伟,002949,"1998年7月毕业于UniversityofOklahoma(俄克拉荷马大学)建筑学专业,研究生学历"
MarcoMUSSITA,002948,"Mussita先生于1986年3月毕业于意大利威尼斯大学东方文学与语言专业,获得东方文学与语言硕学士学位"
庄少秋,002949,"2004年和2006年先后毕业于TheUniversityofWolverhampton(伍尔弗汉普顿大学)建筑工程项目管理专业,分别获学士学位和硕士学位"
房巧玲,002948,2014年8月至2015年8月在美国德雷塞尔大学做访问学者
RosarioSTRANO,002948,Strano先生于1988年7月毕业于意大利巴里大学法律系
张肃,002952,"1988年7月至1989年9月,任鞍钢广播电视大学教师"
姜晏,002956,"大学专科学历,注册会计师"
杨才,002956,大学专科学历
贾艳,002952,"贾艳,女,1973年1月出生,中国国籍,无永久境外居留权,毕业于辽宁广播电视大学财务管理专业,大专学历"
隗华,002956,大学专科学历
LIUHUI,002952,"2000年2月至2006年2月,任鞍钢职工大学高级讲师"
宋华,002952,"2001年8月至2003年5月,任鞍山科技大学机械设计系系主任"
耿素芳,002952,"耿素芳,女,1958年1月出生,中国国籍,无永久境外居留权,毕业于辽宁广播电视大学电子专业,大专学历,工程师,注册会计师"
耿素芳,002952,"1980年8月至1983年8月,于辽宁广播电视大学学习"
商有光,002958,1998年11月至2001年9月在澳大利亚中央昆士兰大学攻读金融管理硕士
王俊峰,002957,"王俊峰先生,1974年出生,毕业于加拿大麦克马斯特大学国际金融专业,MBA,中国国籍,无境外永久居留权"
杨斌,002959,1993年9月至2004年8月任汕头电视大学教师
石佳友,002960,"1999年于巴黎第一大学参加第二批中法欧洲法项目,2005年获法国巴黎第一大学法学博士学位"
李世华,002967,"李世华女士:2015年2月4日起任广州广电计量检测股份有限公司副总经理,1976年7月出生,中国国籍,无境外永久居留权,湖南武陵大学专科学历"
余恒,002971,"余恒先生,1980年8月出生,中国籍,无境外永久居留权,硕士学历,2005年毕业于荷兰马特勒支大学应用物理专业"
滕春梅,002971,"滕春梅女士,1975年2月出生,中国籍,无境外永久居留权,大专学历,1996年毕业于宜昌广播电视大学财会专业"
程鑫,002980,2006年1月至2012年12月在美国德克萨斯农工大学先后任职助理教授、副教授
王芳,002987,历任电子工业部第49研究院助理工程师、黑龙江广播电视大学工程师、黑龙江省教育委员会副研究员、兵器工业部标准化所副研究员
冯奇斌,002983,"2001年至2003年期间,出访维也纳工业大学"
赵龙虎,002987,2001年获美国俄勒冈大学物理及计算机专业硕士学位
张艳丽,300007,"张艳丽,女,1972年出生,中国国籍,大学专科学历"
李志刚,300007,"李志刚,男,1978年出生,大学专科学历,EMBA,现任汉威科技集团股份有限公司第四届监事会职工代表监事、研究院院长(非高级管理人员)"
李会,300001,"毕业于山东机械工业学校,大学专科学历"
蒲忠杰,300003,"曾任北京钢铁研究总院高级工程师,美国佛罗里达国际大学研究助理,美国WP医疗科技公司技术副总经理"
韩康耀,300011,"韩康耀,男,汉族,1985年11月出生,澳大利亚迪肯大学金融学硕士/会计专业硕士,拥有基金从业、证券从业资格证"
王浩宇,300021,"(在美留学期间,2015年在创建了鸿金基金学生公寓管理团队至今,先后完成在美多所大学学生公寓项目的收购运营,该团队现已经成为在全美中资基金中拥有资产规模最大的学生公寓运营服务商)"
洪珂,300017,"洪珂先生,1967年生,美国国籍,美国亚利桑那州大学硕士研究生学历"
袁华刚,300014,"袁华刚先生,中国国籍,无境外永久居留权,1973年出生,中国澳门大学银行和金融专业毕业,获得MBA学位,曾任国泰君安证券股份有限公司投资银行部执行董事、董事总经理、副总经理职务、保荐代表人,现任浙江民营企业联合投资股份有限公司合作基金事业部管理合伙人、北京零零无限科技有限公司董事、西藏浙景投资管理有限公司总经理"
刘英利,300036,"刘英利女士于1997年至2000年就读于黑龙江广播电视大学计算机应用专业,取得专科学历"
刘富利,300040,2004年毕业于佳木期大学工学院电子信息专业
张永,300046,"张永先生,男,1977年出生,中国国籍,无境外居留权,1998年毕业于襄樊大学自电系工业电气自动化技术专业,大专学历,工程师,曾任襄樊台基半导体有限公司信息中心主任"
颜军,300053,"颜军先生,1962年10月生,博士(爱尔兰DCU大学),教授级高级工程师,国务院政府特殊津贴专家,广东欧美同学会常务理事、珠海欧美同学会副会长、珠海市博士联谊会会长,珠海欧比特宇航科技股份有限公司(股票代码:300053)创始人及董事长"
颜军,300053,"曾任爱尔兰DCU大学计算机系讲师、博导,加拿大ICCT公司总裁,欧比特(珠海)软件工程有限公司(系欧比特公司前身)总裁"
李华蓉,300062,"2001年9月至2003年12月进修中国香港公开大学工商管理专业,获硕士学位"
费铮翔,300061,1989年赴美国Emory大学做博士后
冯鸣,300063,"冯鸣先生:中国国籍,无永久境外居留权,1987年生,英国东安吉利亚大学发展学硕士"
刘海云,300054,1999年和2002年分别在德国Osnabrueck大学中国香港岭南大学从事合作研究和访问
杜成城,300057,"1988年,大学毕业分配至汕头市达濠中学任教"
禚宏星,300062,"禚宏星:男,1970年出生,中国国籍,无境外永久居留权,毕业于山东机械职工大学机电一体专业(专科),自修法律专业(专科)"
申宝剑,300072,历任工程师、高级工程师、课题组长、研究室主任、副总工程师、重质油国家重点实验室副主任、中国石油天然气集团公司催化重点实验室副主任、常务副主任、石油大学新材料开放实验室主任、中国石油集团公司重质油加工重点实验室和清洁燃料重点实验室学术委员会委员
杨金钰,300071,"杨金钰先生/Yangjinyu,美国国籍,现年49岁,美国卡内基梅隆大学硕士"
刘永欣,300079,"1952年出生,学历为大学普通班,1997年5月至2005年2月担任内蒙古自治区广播电影电视局副局长,2005年3月至2012年3月担任内蒙古自治区广播电影电视局局长,现已退休"
王文静,300080,"2000年至2002年,在美国Ohio州Toledo大学物理与天文系做研究助理"
徐坚,300082,"1998年4月至1999年4月,为北海道大学高级访问学者"
顾涛,300076,"顾涛,男,1980年11月出生,中国国籍,无境外永久居留权,澳大利亚堪培拉大学工商管理硕士,ITC高级采购师"
GerhardAlbrecht,300082,1980年德国耶拿大学“阳离子聚合理论”专业毕业
GerhardAlbrecht,300082,1984年德国耶拿大学高分子化学专业博士生毕业
夏继平,300083,"夏继平先生,1973年生,中国国籍,无境外居留权,大学专科学历"
朱立祥,300088,"合肥联合大学经济系贸易经济专业毕业,大专学历"
杜鹃,300097,2007年至2013年先后在日本电气通信大学担任博士后、助理教授
潘治,300088,大学专科
李雪峰,300093,"李雪峰先生,1978年11月出生,哈尔滨市工程大学计算机技术与应用专业,中国国籍,无境外永久居留权"
陈勇,300097,2002年大学毕业后留校工作
于永生,300100,1994年1月至1997年12月任齐齐哈尔铁路运输职工大学教师
聂璐璐,300095,"研究生学历,毕业于英国赫特福德大学(UniversityofHertfordshire)管理科学专业,管理学硕士"
聂璐璐,300095,"2003年9月至2006年1月,留学英国,赫特福德大学(UniversityofHertfordshire),管理科学专业"
聂璐璐,300095,2006年1月获得赫特福德大学管理硕士学位
张璟,300095,"1983年10月至2001年7月任职于焦作制动器厂,其中,1986年至1989年在河南电视大学脱产学习四年,1989年毕业于河南电大“机械制造与工艺设计”专业"
王有蔚,300103,中国经济管理刊授联合大学经济管理专业大专学历
曾学仁,300118,"曾学仁先生,男,1980年出生,亚洲城市大学MBA在读"
徐雷,300119,"徐雷先生:中国国籍,无境外永久居留权,出生于1973年1月,兽医师,硕士研究生学历,清华-美国UMt大学工商管理博士研究生,现任天津瑞普生物技术股份有限公司副总经理、家禽营销中心总经理"
杨伟东,300105,"杨伟东先生,1970出生,中国国籍,大学专科学历,注册会计师、审计师"
由克利,300108,"由克利先生,中国国籍,未拥有永久境外居留权,1958年8月出生,大学专科学历,工程师"
兰培珍,300105,曾于东电职大多经总公司、辽宁电力职工大学、辽宁电能发展有限公司任职
卢庆国,300138,"卢庆国,中国国籍,无境外永久居留权,男,出生于1959年,河北广播电视大学经济管理专业"
周文彬,300135,"主要工作经历:2010年8月至2014年5月,在美国伊利诺大学学习,获得经济学学士学位"
徐政,300154,"徐政先生:中国国籍,无境外永久居留权,1960年生,毕业于日本九州工业大学电气工学系,博士"
廖文,300177,2016年7月毕业于英国谢菲尔德大学机械工程专业
冯珊珊,300157,2001年毕业于中华社会大学计算机应用专业
卢相杞,300160,"卢相杞先生:1985年12月出生,中国国籍,无境外永久居留权,英国吉尔大学工商管理专业,本科学历"
金鹏,300162,1995年7月至2000年12月在休斯敦大学超导中心攻读物理学博士
畅国譞,300159,"畅国譞,女,1983年6月1日,中国国籍,无境外居留权,英国利物浦约翰摩尔斯大学市场管理硕士"
潘磊,300193,"潘磊:男,1972年生,美国斯坦瑞大学工商管理硕士,具有20多年的电焊机行业营销管理工作经验"
李雨华,300201,2009年至2012年任深圳第26届世界大学生运动会组委会执行局人力资源部高级招聘经理
夏如意,300193,"夏如意:男,1966年生,武汉广播电视大学审计专业大专、审计师、中国注册会计师、中国注册评估师、中国注册税务师"
冯永煊,300202,"冯永煊,男,美国国籍,无境外永久居留权,出生于1963年,美国UniversityofAkron(阿克伦大学)博士"
高岩,300152,"毕业于广播电视大学电气系统自动化,大专学历"
陈卫东,300152,北京、上海、南京多家知名大学法学院客座教授
张玉国,300152,"张玉国先生,男,1970年出生,中国国籍,无境外永久居留权,日本山口大学经济学硕士"
刘会增,300157,"刘会增先生,现任恒泰艾普石油天然气技术服务股份有限公司经理,毕业于辽宁电视大学机械工程系,1989年-1997年在锦西化工机械(集团)有限责任公司透平机械分公司就职1989~1990透平机械产品制造工艺助理工程师,1990~1993离心式压缩机、工业汽轮机产品方案工程师,1993~1995离心式压缩机、工业汽轮机产品方案经营室副主任,1995~1997离心式压缩机、工业汽轮机产品方案营业部部长,1997~现在锦州新锦化机械制造有限公司总经理,2004~现在兼辽宁锦化机透平机械服务有限公司副总经理"
吴贤良,300192,工作经历:2000年至2002年10月:取得加拿大Walton大学工商管理硕士
肖仁建,300198,1990年毕业于泉州黎明大学
杨鹏威,300196,"杨鹏威先生:中国国籍,无境外居留权,1982年出生,本科学历,获加拿大SFU大学计算机学士学位"
张泰,300151,"张泰先生:中国国籍,无永久境外居留权,1959年出生,硕士学历,高级工程师、大学讲师"
徐坚,300200,"1998年4月至1999年4月,为北海道大学高级访问学者"
郭志成,300149,"郭志成:男,58岁,中国香港籍,于一九八六年七月取得英国亚伯丁大学经济及会计学文学硕士学位"
谭伟康,300182,"谭伟康,男,53岁,中国香港籍,无境外永久居留权,毕业于中国香港理工学院电子通信系、雪菲尔哈伦大学IT管理硕士学位(SheffieldHallamUniversity),1996年至2011年任爱维德科技公司(AvidTechInc)销售总监、总经理,2011年至2015年6月任欧特克(AUTODESK)公司大中华区(包括中国台湾和中国香港)传媒暨娱乐行业总监"
黄青,300170,"1993年毕业于东京大学大学院,获合成化学硕士学位"
戚永楙,300175,2007年至2012年就读于加拿大麦克马斯特大学金融系
陈福鸿,300184,"陈福鸿:男,1968年出生,中国(中国香港)籍,无境外居留权,1990年至1994年取得加拿大萨斯喀彻温大学电气工程(电子)和计算机科学专业双学位"
贾晓钰,300208,澳大利亚昆士兰大学学士学位
程江红,300204,"2014年08月至2018年09月,任舒泰神(北京)生物制药股份有限公司人力资源总监兼舒泰神企业大学执行院长"
李春江,300214,"李春江先生,1980年生,中国国籍,无境外居留权,大学专科学历"
胡振祥,300213,"胡振祥,中国国籍,无境外永久居留权,男,57岁,大专学历,毕业于首钢职工大学工业自动化专业"
马建立,300227,"2013年12月至2014年4月,在英国南安普顿大学光电子研究中心(ORC)作访问学者"
STEVENZEHN,300227,"STEVEN ZEHN(郑谦)先生,1964年生,加拿大籍,1985年毕业于上海工业大学"
STEVENZEHN,300227,1990年毕业于日本明海大学
刘琼,300227,"2007年4月至2010年3月,任北京吉利大学校长秘书、法务"
周娟,300221,"周娟,女,出生于1973年10月,无永久境外居留权,美国威斯康辛国际大学MBA硕士"
赵叶青,300233,"2001年至2004年,获得加拿大渥太华大学工商管理硕士学位,2003年12月至2004年6月,任加拿大Qback管理咨询公司咨询顾问"
王丁,300229,"王丁先生,中国国籍,无境外居留权,1981年1月出生,无锡轻工大学计算机科学与技术专业,本科学历"
史晶,300230,"2010年10月至2011年9月,获得英国布里斯托大学管理学硕士学位"
俞邦定,300234,"俞邦定先生,1963年生,中国国籍,无永久境外居留权,大学专科学历,毕业于重庆市轻工业职工大学搪瓷工艺专业"
郑召伟,300237,"郑召伟先生:1978年4月出生,中国国籍,无境外永久居留权,大学专科学历"
贾利明,300239,"贾利明先生,1961年11月出生,中国国籍,无永久境外居留权,大专学历,内蒙古广播电视大学机械专业毕业"
李炜刚,300237,"李炜刚先生:1983年1月出生,中国国籍,无境外永久居住权,大学专科学历"
于建华,300239,"于建华先生,1956年6月出生,中国国籍,无永久境外居留权,大专学历,内蒙古广播电视大学工业企业管理系毕业"
韩俊梅,300238,"曾供职于中国人民银行广州分行,担任中央电视大学《金融会计》课程主讲教师,曾被中国金融教育基金会评为“全国优秀教师”"
王胜利,300259,"王胜利先生,1974年生,中国国籍,无境外永久居留权,大学专科学历,高级质量工程师、系统集成项目管理工程师、取得CQO企业首席质量官任职资格"
常明松,300259,"常明松先生,1979年生,中国国籍,无境外永久居留权,大学专科学历"
