_id,code,stockName,market,ipoDate,__v,actualController,actualControllerSharePercentage,companyName,employeeAmount,englishName,foundedDate,goPublicDate,industry,location,mainBusiness,phone,province,registeredCapital,updatedAt,website,actualControllerType,subIndustry,stockCode,guoBiaoIndustry,guoBiaoIndustryCode,guoBiaoSubIndustry,guoBiaoSubIndustryCode,CCPMember
"""5f4adead2018c1179b9dd379""",600016,民生银行,上海主板,977184000000,0,,,中国民生银行股份有限公司,55652,"China Minsheng Banking Corp.,Ltd.",1996-02-07,2000-12-19,银行 — 银行,北京市西城区复兴门内大街2号民生银行大厦,从事公司及个人银行业务、资金业务、融资租赁业务、资产管理业务及提供其他相关金融服务。,86-010-58560666,北京市,437.82亿元,1608513221484,www.cmbc.com.cn,无实际控制人,银行,600016.SH,金融业,J,货币金融服务,66,12
"""5f4adead2018c1179b9dd37a""",600017,日照港,上海主板,1161043200000,0,山东省人民政府国有资产监督管理委员会,40.01%,日照港股份有限公司,5694,"Rizhao Port Co.,Ltd.",2002-07-15,2006-10-17,交通运输 — 港口Ⅱ,山东省日照市东港区海滨二路,装卸业务、堆存业务和港务管理业务,86-0633-8388822,山东省,30.76亿元,1608513226465,www.rzpcl.com,地方政府,港口Ⅱ,600017.SH,交通运输、仓储和邮政业,G,水上运输业,55,13
"""5f4adead2018c1179b9dd37b""",600018,上港集团,上海主板,1161820800000,0,上海市国有资产监督管理委员会,43.73%,上海国际港务(集团)股份有限公司,14650,"Shanghai International Port (Group) Co.,Ltd.",1988-10-21,2000-07-19,交通运输 — 港口Ⅱ,上海市虹口区东大名路358号(国际港务大厦),集装箱装卸业务、散杂货装卸业务、港口服务业务和港口物流业务。,86-021-55333388,上海市,231.74亿元,1608513230739,www.portshanghai.com.cn,地方国资委,港口Ⅱ,600018.SH,交通运输、仓储和邮政业,G,水上运输业,55,17
"""5f4adead2018c1179b9dd37c""",600019,宝钢股份,上海主板,976579200000,0,国务院国有资产监督管理委员会,61.94%,宝山钢铁股份有限公司,52323,"Baoshan Iron & Steel Co.,Ltd.",2000-02-03,2000-12-12,钢铁 — 钢铁,上海市宝山区富锦路885号宝钢指挥中心,钢铁产品的制造和销售以及钢铁产销过程中产生的副产品的销售与服务。,86-021-26647000,上海市,222.69亿元,1608513235151,www.baosteel.com,国资委,钢铁,600019.SH,制造业,C,黑色金属冶炼及压延加工业,31,8
"""5f4adead2018c1179b9dd37d""",600020,中原高速,上海主板,1060300800000,0,河南省人民政府,45.09%,河南中原高速公路股份有限公司,3312,"Henan Zhongyuan Expressway Co.,Ltd.",2000-12-28,2003-08-08,交通运输 — 高速公路Ⅱ,河南省郑州市管城回族区郑东新区农业东路100号,经营性收费公路的投资、建设、运营管理等。,86-0371-67717696;86-0371-67717695,河南省,22.47亿元,1608513238719,www.zygs.com,地方政府,高速公路Ⅱ,600020.SH,交通运输、仓储和邮政业,G,道路运输业,54,13
"""5f4adead2018c1179b9dd37e""",600021,上海电力,上海主板,1067385600000,0,国务院国有资产监督管理委员会,50.35%,上海电力股份有限公司,6329,"Shanghai Electric Power Co.,Ltd",1998-06-04,2003-10-29,公用事业 — 电力,上海市黄浦区中山南路268号36层,发电、供热、电力服务,86-021-23108718;86-021-23108800,上海市,26.17亿元,1608513244362,www.shanghaipower.com,国资委,电力,600021.SH,电力、热力、燃气及水的生产和供应业,D,电力、热力生产和供应业,44,12
"""5f4adead2018c1179b9dd37f""",600022,山东钢铁,上海主板,1088467200000,0,山东省国有资产监督管理委员会,35.61%,山东钢铁股份有限公司,19103,Shandong Iron And Steel Company Ltd,2000-12-29,2004-06-29,钢铁 — 钢铁,山东省济南市钢城区府前大街99号,以生产、销售钢材、钢坯等钢铁产品为主。,86-0531-77920798;86-0531-77920618;86-0531-77920789,山东省,109.47亿元,1608513255505,www.sdsteel.cc,地方国资委,钢铁,600022.SH,制造业,C,黑色金属冶炼及压延加工业,31,14
"""5f4adead2018c1179b9dd380""",600023,浙能电力,上海主板,1387411200000,0,浙江省人民政府国有资产监督管理委员会,72.18%,浙江浙能电力股份有限公司,10465,"Zhejiang Zheneng Electric Power Co.,Ltd",1992-03-14,2013-12-19,公用事业 — 电力,浙江省杭州市西湖区教工路18号世贸丽晶城欧美中心D区14层,从事火力发电业务,86-0571-87210223,浙江省,136.01亿元,1608513258934,www.zzepc.com.cn,地方国资委,电力,600023.SH,电力、热力、燃气及水的生产和供应业,D,电力、热力生产和供应业,44,9
"""5f4adead2018c1179b9dd381""",600025,华能水电,上海主板,1513296000000,0,国务院国有资产监督管理委员会,45.36%,华能澜沧江水电股份有限公司,3369,Huaneng Lancang River Hydropower Inc.,2001-02-08,2017-12-15,公用事业 — 电力,云南省昆明市官渡区世纪城中路1号,水力发电项目的开发、投资、建设、运营与管理,86-0871-67216608;86-0871-67216528,云南省,180亿元,1608513262449,www.hnlcj.cn,国资委,电力,600025.SH,电力、热力、燃气及水的生产和供应业,D,电力、热力生产和供应业,44,19
"""5f4adead2018c1179b9dd382""",600026,中远海能,上海主板,1022112000000,0,国务院国有资产监督管理委员会,29.04%,中远海运能源运输股份有限公司,6929,"Cosco Shipping Energy Transportation Co.,Ltd.",1994-05-03,2002-05-23,交通运输 — 航运Ⅱ,上海市虹口区东大名路670号,中国沿海地区和全球的成品油及原油运输，中国沿海地区和全球的煤炭和铁矿石运输。,86-021-65967678,上海市,47.63亿元,1608513267124,energy.coscoshipping.com,国资委,航运Ⅱ,600026.SH,交通运输、仓储和邮政业,G,水上运输业,55,4
"""5f4adead2018c1179b9dd383""",600027,华电国际,上海主板,1107388800000,0,国务院国有资产监督管理委员会,47.71%,华电国际电力股份有限公司,27287,Huadian Power International Corporation Limited,1994-06-28,2005-02-03,公用事业 — 电力,北京市西城区宣武门内大街2号,从事发电、供热、煤炭销售及其他相关业务，电力业务相关的技术服务、信息咨询,86-010-8356-7900,山东省,98.63亿元,1608513271537,www.hdpi.com.cn,国资委,电力,600027.SH,电力、热力、燃气及水的生产和供应业,D,电力、热力生产和供应业,44,4
"""5f4adead2018c1179b9dd384""",600028,中国石化,上海主板,997228800000,0,国务院国有资产监督管理委员会,68.31%,中国石油化工股份有限公司,402206,China Petroleum & Chemical Corporation,2000-02-25,2001-08-08,化工 — 石油化工,北京市朝阳区朝阳门北大街22号,(1)勘探、开发及生产原油及天然气;(2)炼油、运输、储存及营销原油及石油产品;及(3)生产及销售化工产品。,86-010-59960028,北京市,1210.71亿元,1608513275784,www.sinopec.com,国资委,石油化工,600028.SH,采矿业,B,石油和天然气开采业,7,17
"""5f4adead2018c1179b9dd385""",600029,南方航空,上海主板,1059091200000,0,国务院国有资产监督管理委员会,41.49%,中国南方航空股份有限公司,102233,China Southern Airlines Company Limited,1995-03-25,2003-07-25,交通运输 — 航空运输Ⅱ,广东省广州市白云区齐心路68号中国南方航空大厦,提供国内、港澳台地区及国际航空客运、货运及邮运服务,86-020-86112480,广东省,153.29亿元,1608513280173,www.csair.com,国资委,航空运输Ⅱ,600029.SH,交通运输、仓储和邮政业,G,航空运输业,56,21
"""5f4adead2018c1179b9dd386""",600030,中信证券,上海主板,1041811200000,0,,,中信证券股份有限公司,17768,Citic Securities Company Limited,1995-10-25,2003-01-06,非银金融 — 证券,"广东省深圳市福田区中心三路8号中信证券大厦,北京市朝阳区亮马桥路48号中信证券大厦",提供证券经纪、投资银行、资产管理及相关金融服务。,86-0755-23835888;86-010-60838888;86-0755-23835383;86-010-60836030,广东省,129.27亿元,1608513284353,www.citics.com,无实际控制人,证券,600030.SH,金融业,J,资本市场服务,67,5
"""5f4adead2018c1179b9dd387""",600031,三一重工,上海主板,1057190400000,0,梁稳根,19.90%,三一重工股份有限公司,18450,"Sany Heavy Industry Co.,Ltd",1994-11-22,2003-07-03,机械设备 — 专用设备,北京市昌平区北清路8号,工程机械装备的研发、制造、销售和服务,86-010-60738888,北京市,84.76亿元,1608513289745,www.sanyhi.com,个人,专用设备,600031.SH,制造业,C,专用设备制造业,35,4
"""5f4adead2018c1179b9dd388""",600033,福建高速,上海主板,981676800000,0,福建省人民政府国有资产监督管理委员会,36.16%,福建发展高速公路股份有限公司,1421,"Fujian Expressway Development Co.,Ltd",1999-06-28,2001-02-09,交通运输 — 高速公路Ⅱ,福建省福州市鼓楼区东水路18号福建交通综合大楼26层,福建省高速公路的投资、建设、收费、运营和管理,86-0591-87077366,福建省,27.44亿元,1608513295177,www.fjgs.com.cn,地方国资委,高速公路Ⅱ,600033.SH,交通运输、仓储和邮政业,G,道路运输业,54,15
"""5f4adead2018c1179b9dd389""",600035,楚天高速,上海主板,1078876800000,0,湖北省人民政府国有资产监督管理委员会,37.64%,湖北楚天智能交通股份有限公司,1528,"Hubei Chutian Smart Communication Co.,Ltd.",2000-11-22,2004-03-10,交通运输 — 高速公路Ⅱ,湖北省武汉市汉阳区四新大道与子期路交汇处湖北国展中心东塔23-24层,汉宜高速公路、麻竹高速公路大悟至随州段以及武汉城市圈环线高速公路黄石大冶段、咸宁段的经营管理,86-027-87576667,湖北省,16.1亿元,1608513299833,www.hbctgs.com,地方国资委,高速公路Ⅱ,600035.SH,交通运输、仓储和邮政业,G,道路运输业,54,6
"""5f4adead2018c1179b9dd38a""",600036,招商银行,上海主板,1018310400000,0,,,招商银行股份有限公司,88535,"China Merchants Bank Co., Ltd.",1987-03-31,2002-04-09,银行 — 银行,广东省深圳市福田区深南大道7088号,从事银行业及相关金融服务。,86-0755-83198888,广东省,252.2亿元,1608513305877,www.cmbchina.com,无实际控制人,银行,600036.SH,金融业,J,货币金融服务,66,8
"""5f4adead2018c1179b9dd38b""",600037,歌华有线,上海主板,981590400000,0,北京市市政府,37.42%,北京歌华有线电视网络股份有限公司,3659,"Beijing Gehua Catv Network Co.,Ltd.",1999-09-29,2001-02-08,传媒 — 文化传媒,北京市东城区青龙胡同1号歌华大厦,主要负责北京地区有线广播电视网络的建设开发、经营管理、维护和广播电视节目的收转、传送，广播电视网络信息服务,86-010-62364114;86-010-62035573,北京市,13.92亿元,1608513311411,www.bgctv.com.cn,地方政府,文化传媒,600037.SH,信息传输、软件和信息技术服务业,I,电信、广播电视和卫星传输传输服务,63,5
"""5f4adead2018c1179b9dd38c""",600038,中直股份,上海主板,977097600000,0,国务院国有资产监督管理委员会,30.46%,中航直升机股份有限公司,11815,Avicopter Plc.,1999-07-30,2000-12-18,国防军工 — 航空装备,北京市朝阳区安定门外小关东里14号A座7层,航空产品及零部件的开发、设计研制、生产和销售，航空科学技术开发、咨询、服务，机电产品的开发、设计研制、生产和销售以及经营进出口业务。,86-010-58354340,黑龙江省,5.89亿元,1608513316925,--,国资委,航空装备,600038.SH,制造业,C,铁路、船舶、航空航天和其它运输设备制造业,37,12
"""5f4adead2018c1179b9dd38d""",600039,四川路桥,上海主板,1048550400000,0,四川省国有资产监督管理委员会,66.69%,四川路桥建设集团股份有限公司,11746,"Sichuan Road & Bridge Co.,Ltd",1999-12-28,2003-03-25,建筑装饰 — 基础建设,四川省成都市武侯区高新区九兴大道12号,公路工程施工、铁路工程施工、交通基础设施投资建设、清洁能源、矿产资源等版块,86-028-85126085,四川省,47.78亿元,1608513322132,www.scrbc.com.cn,地方国资委,基础建设,600039.SH,电力、热力、燃气及水的生产和供应业,D,土木工程建筑业,48,19
"""5f4adead2018c1179b9dd38e""",600048,保利地产,上海主板,1154304000000,0,国务院国有资产监督管理委员会,40.50%,保利发展控股集团股份有限公司,56811,"Poly Developments And Holdings Group Co.,Ltd.",1992-09-14,2006-07-31,房地产 — 房地产开发Ⅱ,广东省广州市海珠区阅江中路832号保利天幕广场,房地产开发和经营、物业管理等,86-020-89898833,广东省,119.68亿元,1608513337412,www.polycn.com,国资委,房地产开发Ⅱ,600048.SH,房地产业,K,房地产业,70,0
"""5f4adead2018c1179b9dd38f""",600050,中国联通,上海主板,1034121600000,0,国务院国有资产监督管理委员会,36.23%,中国联合网络通信股份有限公司,243790,China United Network Communications Limited,2001-12-31,2002-10-09,通信 — 通信运营,北京市西城区金融大街21号,在中国境内提供语音通话、增值服务、宽带及移动数据服务、数据及其他互联网应用、电路及网元使用等。,86-010-66259179,北京市,310.16亿元,1608513343746,www.chinaunicom-a.com,国资委,通信运营,600050.SH,信息传输、软件和信息技术服务业,I,电信、广播电视和卫星传输传输服务,63,4
"""5f4adead2018c1179b9dd390""",600051,宁波联合,上海主板,860630400000,0,李水荣,18.29%,宁波联合集团股份有限公司,534,"Ningbo United Group Co.,Ltd.",1994-03-31,1997-04-10,房地产 — 房地产开发Ⅱ,浙江省宁波市北仑区开发区东海路1号联合大厦,电力、热力生产和供应业务、房地产业务、批发业务及居民服务业务,86-0574-86221609,浙江省,3.11亿元,1608513347992,www.nug.com.cn,个人,房地产开发Ⅱ,600051.SH,电力、热力、燃气及水的生产和供应业,D,批发业,51,6
"""5f4adead2018c1179b9dd391""",600052,浙江广厦,上海主板,861321600000,0,楼忠福,41.97%,浙江广厦股份有限公司,94,"Zhejiang Guangsha Co.,Ltd.",1993-07-13,1997-04-15,传媒 — 文化传媒,浙江省杭州市江干区景昙路9号西子国际A座14楼,影视文化业务,86-0571-87974176,浙江省,8.44亿元,1608513351298,www.gsgf.com,个人,文化传媒,600052.SH,文化、体育和娱乐业,R,广播、电视、电影和影视录音制作业,86,9
"""5f4adead2018c1179b9dd392""",600053,九鼎投资,上海主板,861321600000,0,吴刚、黄晓捷、吴强、蔡蕾、覃正宇,11.89、8.49、6.80、3.40、3.40%,昆吾九鼎投资控股股份有限公司,311,"Kunwu Jiuding Investment Holdings Co.,Ltd",1996-12-04,1997-04-18,非银金融 — 多元金融,江西省南昌市东湖区沿江北大道1379号紫金城A栋写字楼,私募股权投资管理业务；房地产开发及经营,86-0791-88666003,江西省,4.34亿元,1608513356525,www.jdcapital.com,个人,多元金融,600053.SH,金融业,J,其他金融业,69,0
"""5f4adead2018c1179b9dd393""",600054,黄山旅游,上海主板,862876800000,0,黄山市国有资产监督管理委员会,40.66%,黄山旅游发展股份有限公司,3605,"Huangshan Tourism Development Co.,Ltd.",1996-11-18,1997-05-06,休闲服务 — 景点,安徽省黄山市屯溪区天都大道5号(天都国际饭店D座16-18楼),酒店业务、索道业务、园林开发业务、旅游服务业务、商品房销售,86-0559-2586698;86-0559-2586678,安徽省,7.29亿元,1608513360733,www.hstd.com,地方国资委,景点,600054.SH,水利、环境和公共设施管理业,N,公共设施管理业,78,14
"""5f4adead2018c1179b9dd394""",600055,万东医疗,上海主板,864000000000,0,吴光明,26.09%,北京万东医疗科技股份有限公司,672,"Beijing Wandong Medical Technology Co.,Ltd.",1997-05-12,1997-05-19,医药生物 — 医疗器械Ⅱ,北京市朝阳区酒仙桥东路9号院3号楼,医疗器械销售、维修等,86-010-84569688,北京市,5.41亿元,1608513366369,www.wandong.com.cn,个人,医疗器械Ⅱ,600055.SH,制造业,C,专用设备制造业,35,2
"""5f4adead2018c1179b9dd395""",600056,中国医药,上海主板,863654400000,0,国务院国有资产监督管理委员会,41.27%,中国医药健康产业股份有限公司,8767,"China Meheco Group Co.,Ltd.",1997-05-08,1997-05-15,医药生物 — 医药商业Ⅱ,北京市东城区光明中街18号,医药领域的生产、加工和贸易,86-010-67164267,北京市,10.68亿元,1608513374145,www.meheco.com,国资委,医药商业Ⅱ,600056.SH,制造业,C,医药制造业,27,4
"""5f4adead2018c1179b9dd396""",600057,厦门象屿,上海主板,865382400000,0,厦门市人民政府国有资产监督管理委员会,55.44%,厦门象屿股份有限公司,5660,"Xiamen Xiangyu Co.,Ltd.",1997-05-23,1997-06-04,交通运输 — 物流Ⅱ,福建省厦门市湖里区现代物流园区象屿路99号厦门国际航运中心E栋9层,供应链管理服务，包括大宗商品采购供应及综合物流服务、物流平台(园区)开发运营等,86-0592-6516003,福建省,21.57亿元,1608513379419,www.xiangyu.cn,地方国资委,物流Ⅱ,600057.SH,租赁和商务服务业,L,商务服务业,72,7
"""5f4adead2018c1179b9dd397""",600058,五矿发展,上海主板,864777600000,0,国务院国有资产监督管理委员会,54.77%,五矿发展股份有限公司,3675,"Minmetals Development Co.,Ltd",1997-05-21,1997-05-28,商业贸易 — 贸易Ⅱ,北京市海淀区三里河路5号B座,主要从事资源贸易、金属贸易、供应链服务。,86-010-68494205;86-010-68494916,北京市,10.72亿元,1608513387215,www.minlist.com.cn,国资委,贸易Ⅱ,600058.SH,电力、热力、燃气及水的生产和供应业,D,批发业,51,9
"""5f4adead2018c1179b9dd398""",600059,古越龙山,上海主板,863740800000,0,绍兴市国有资产监督管理委员会,37.25%,浙江古越龙山绍兴酒股份有限公司,2544,"Zhejiang Guyuelongshan Shaoxing Wine Co.,Ltd",1994-08-01,1997-05-16,食品饮料 — 饮料制造,浙江省绍兴市越城区北海桥,黄酒的制造、销售及研发,86-0575-85158435;86-0575-85176000,浙江省,8.09亿元,1608513391197,www.shaoxingwine.com.cn,地方国资委,饮料制造,600059.SH,制造业,C,酒、饮料和精制茶制造业,15,10
"""5f4adead2018c1179b9dd399""",600060,海信视像,上海主板,861667200000,0,青岛市人民政府国有资产监督管理委员会,28.33%,海信视像科技股份有限公司,19461,"Hisense Visual Technology Co.,Ltd.",1997-04-17,1997-04-22,家用电器 — 视听器材,山东省青岛市黄岛区经济技术开发区前湾港路218号,电视机的研发、生产和销售业务,86-0532-83889556,山东省,13.08亿元,1608513394281,visual.hisense.com,地方国资委,视听器材,600060.SH,制造业,C,计算机、通信和其他电子设备制造业,39,7
"""5f4adead2018c1179b9dd39a""",600061,国投资本,上海主板,864000000000,0,国务院国有资产监督管理委员会,45.87%,国投资本股份有限公司,6209,"Sdic Capital Co.,Ltd",1997-05-13,1997-05-19,非银金融 — 证券,北京市西城区阜成门北大街2号国投金融大厦19层,提供证券经纪、投资咨询、资产管理及相关证券金融服务。,86-010-83325163,上海市,42.27亿元,1608513397579,www.sdiccapital.com,国资委,证券,600061.SH,金融业,J,资本市场服务,67,5
"""5f4adead2018c1179b9dd39b""",600062,华润双鹤,上海主板,864259200000,0,国务院国有资产监督管理委员会,31.82%,华润双鹤药业股份有限公司,12276,"China Resources Double-Crane Pharmaceutical Co.,Ltd.",1997-05-16,1997-05-22,医药生物 — 化学制药,北京市朝阳区望京利泽东二路1号,主要从事药品开发、制造和销售,86-010-64398099,北京市,10.43亿元,1608513401018,www.dcpc.com,国资委,化学制药,600062.SH,制造业,C,医药制造业,27,9
"""5f4adead2018c1179b9dd39c""",600063,皖维高新,上海主板,864777600000,0,安徽省人民政府国有资产监督管理委员会,30.74%,安徽皖维高新材料股份有限公司,4768,"Anhui Wanwei Updated High—Tech Material Industry Co.,Ltd",1997-05-23,1997-05-28,化工 — 化学纤维,安徽省合肥市巢湖市皖维路56号,聚乙烯醇(PVA)及相关产品的开发、生产和销售。,86-0551-82189280;86-0551-82189294,安徽省,19.26亿元,1608513404409,www.wwgf.com.cn,地方国资委,化学纤维,600063.SH,制造业,C,化学纤维制造业,28,21
"""5f4adead2018c1179b9dd39d""",600064,南京高科,上海主板,862876800000,0,南京市人民政府国有资产监督管理委员会,34.74%,南京高科股份有限公司,811,Nanjing Gaoke Company Limited,1992-07-08,1997-05-06,房地产 — 园区开发Ⅱ,江苏省南京市栖霞区学津路8号高科中心A座,房地产及市政业务、医药业务、股权投资业务。,86-025-85800728,江苏省,12.36亿元,1608513408346,www.600064.com,地方国资委,园区开发Ⅱ,600064.SH,房地产业,K,房地产业,70,6
"""5f4adead2018c1179b9dd39e""",600066,宇通客车,上海主板,863049600000,0,汤玉祥、曹建伟、游明设、杨张峰、谢群鹏、张宝锋、王建军,6.18、0.12、0.02、0.01、0.0050、0.0046、0.0006%,郑州宇通客车股份有限公司,18082,"Zhengzhou Yutong Bus Co.,Ltd.",1993-02-28,1997-05-08,汽车 — 汽车整车,河南省郑州市管城回族区宇通路宇通工业园,客车的生产和销售，提供汽车维修劳务以及市县际定线旅游客运服务。,86-0371-66718281;86-0371-66718808,河南省,22.14亿元,1608513411072,www.yutong.com,个人,汽车整车,600066.SH,制造业,C,汽车制造业,36,2
"""5f4adead2018c1179b9dd39f""",600067,冠城大通,上海主板,863049600000,0,薛黎曦、韩国龙,23.33、1.42%,冠城大通股份有限公司,1518,"Citychamp Dartong Co.,Ltd.",1988-04-03,1997-05-08,房地产 — 房地产开发Ⅱ,福建省福州市鼓楼区五一北路153号正祥商务中心2号楼8-10层,房地产开发、漆包线生产销售及新能源锂电池生产经营,86-0591-83350026,福建省,14.92亿元,1608513414430,www.gcdt.net,个人,房地产开发Ⅱ,600067.SH,房地产业,K,房地产业,70,0
"""5f4adead2018c1179b9dd3a0""",600068,葛洲坝,上海主板,864604800000,0,国务院国有资产监督管理委员会,26.28%,中国葛洲坝集团股份有限公司,39463,China Gezhouba Group Company Limited,1994-11-28,1997-05-26,建筑装饰 — 基础建设,湖北省武汉市硚口区解放大道558号葛洲坝大厦,建筑工程承包施工、水泥生产销售、民用爆破、投资和房地产,86-027-59270353,湖北省,46.05亿元,1608513418803,www.cggc.cn,国资委,基础建设,600068.SH,电力、热力、燃气及水的生产和供应业,D,土木工程建筑业,48,30
"""5f4adead2018c1179b9dd3a1""",600070,浙江富润,上海主板,865382400000,0,赵林中等17名自然人,20.55%,浙江富润数字科技股份有限公司,2529,"Zhejiang Furun Digital Technology Co.,Ltd.",1994-05-19,1997-06-04,传媒 — 营销传播,浙江省绍兴市诸暨市陶朱南路12号,互联网服务。,86-0575-87015763,浙江省,5.22亿元,1608513423971,www.furun.net,个人,综合Ⅱ,600070.SH,信息传输、软件和信息技术服务业,I,互联网和相关服务,64,13
"""5f4adead2018c1179b9dd3a2""",600071,凤凰光学,上海主板,864777600000,0,国务院国有资产监督管理委员会,49.30%,凤凰光学股份有限公司,3360,Phenix Optics Company Limited,1997-05-23,1997-05-28,电子 — 其他电子,江西省上饶市广信区凤凰西大道197号,光学镜头、照相器材、钢片快门、光学原材料、仪器零配件等产品的生产和销售,86-0793-8259547,江西省,2.82亿元,1608513427884,www.phenixoptics.com.cn,国资委,其他电子,600071.SH,制造业,C,仪器仪表制造业,40,4
